wconfid,pctid,x,y,z
3,35,1.008,0,-0.133
3,35,1.062,0.094,-0.121
3,35,0.938,0,-0.133
3,35,0.996,-0.027,-0.133
3,35,0.969,0.086,-0.09
3,35,1.043,-0.023,-0.137
3,35,0.996,-0.023,-0.125
3,35,0.957,0.07,-0.074
3,35,0.984,0.086,-0.113
3,35,1.047,0.074,-0.094
3,35,0.941,0.063,-0.117
3,35,1.047,-0.008,-0.125
3,35,0.969,-0.102,-0.129
3,35,0.984,0.016,-0.133
3,35,1.059,0.043,-0.133
3,35,1.008,0.066,-0.133
3,35,1.023,0.02,-0.125
3,35,0.973,-0.102,-0.145
3,35,0.969,0.012,-0.113
3,35,1.023,0.012,-0.098
3,35,1,0.094,-0.133
3,35,0.984,0.059,-0.098
3,35,0.992,0.105,-0.145
3,35,1.027,0.09,-0.109
3,35,0.953,-0.055,-0.137
3,35,1.008,0.113,-0.141
3,35,0.973,-0.094,-0.109
3,35,0.977,-0.039,-0.137
3,35,0.98,-0.039,-0.117
3,35,1.031,0.082,-0.102
3,35,0.98,-0.055,-0.145
3,35,0.977,-0.027,-0.117
3,35,1.051,0.082,-0.098
3,35,0.973,-0.004,-0.145
3,35,0.969,-0.027,-0.117
3,35,1.039,0.063,-0.109
3,35,0.996,-0.059,-0.137
3,35,0.984,-0.027,-0.121
3,35,1.078,0.051,-0.105
3,35,0.973,-0.063,-0.141
3,35,0.992,-0.008,-0.133
3,35,1.051,-0.02,-0.105
3,35,0.965,-0.059,-0.105
3,35,0.992,0.102,-0.129
3,35,1.027,0.082,-0.105
3,35,0.98,0.113,-0.152
3,35,1.066,0.012,-0.121
3,35,0.961,0,-0.145
3,35,0.992,-0.008,-0.133
3,35,0.988,-0.105,-0.117
3,35,0.965,-0.004,-0.141
3,35,1.027,0.109,-0.133
3,35,0.961,-0.121,-0.125
3,35,0.977,0,-0.141
3,35,0.988,-0.07,-0.109
3,35,0.957,-0.113,-0.117
3,35,0.992,-0.016,-0.148
3,35,0.984,-0.008,-0.109
3,35,1.066,0.086,-0.098
3,35,0.988,0.008,-0.148
3,35,1.043,0.078,-0.121
3,35,0.988,0.035,-0.141
3,35,1,0,-0.121
3,35,0.953,-0.129,-0.121
3,35,1,0.027,-0.113
3,35,1.039,0.063,-0.094
3,35,0.941,0.078,-0.109
3,35,1.016,0.039,-0.125
3,35,0.98,0.109,-0.148
3,35,1.004,0.02,-0.102
3,35,0.973,-0.102,-0.16
3,35,0.973,-0.004,-0.113
3,35,1.02,0.07,-0.125
3,35,0.977,-0.09,-0.156
3,35,1.004,0.027,-0.121
3,35,1.008,-0.035,-0.109
3,35,0.961,-0.09,-0.141
3,35,1.035,-0.063,-0.125
3,35,1.043,0.063,-0.109
3,35,0.941,-0.074,-0.113
3,35,0.988,-0.012,-0.129
3,35,1.039,0.059,-0.105
3,35,0.953,-0.039,-0.133
3,35,0.984,-0.02,-0.121
3,35,1.016,0.051,-0.102
3,35,0.984,-0.066,-0.137
3,35,0.992,-0.016,-0.117
3,35,1.016,0.059,-0.117
3,35,0.992,-0.102,-0.141
3,35,0.973,-0.012,-0.117
3,35,1.031,0.016,-0.109
3,35,0.992,0.125,-0.156
3,35,0.996,0.074,-0.09
3,35,0.973,-0.059,-0.148
3,35,0.988,0.121,-0.121
3,35,0.977,-0.051,-0.105
3,35,0.973,-0.063,-0.156
3,35,0.973,-0.02,-0.113
3,35,1.02,0.086,-0.121
3,35,0.98,-0.059,-0.156
3,35,0.996,0.023,-0.113
3,35,0.98,-0.074,-0.117
3,35,0.961,-0.059,-0.145
3,35,1.023,-0.031,-0.125
3,35,1.051,0.09,-0.105
3,35,0.934,-0.043,-0.121
3,35,0.992,-0.02,-0.125
3,35,1.043,0.078,-0.102
3,35,0.977,-0.012,-0.141
3,35,0.984,-0.027,-0.121
3,35,1.039,0.074,-0.098
3,35,0.992,-0.012,-0.141
3,35,0.996,-0.023,-0.125
3,35,1.027,0.066,-0.113
3,35,0.984,-0.059,-0.148
3,35,0.973,-0.016,-0.113
3,35,1.02,0.027,-0.109
3,35,0.984,0.117,-0.148
3,35,1.004,0.07,-0.063
3,35,0.98,-0.016,-0.141
3,35,1,0.113,-0.113
3,35,0.969,-0.063,-0.121
3,35,0.973,-0.004,-0.152
3,35,0.977,-0.012,-0.109
3,35,0.996,0.086,-0.133
3,35,0.98,0.004,-0.156
3,35,1.027,0.016,-0.129
3,35,0.988,0.063,-0.125
3,35,0.996,0.004,-0.113
3,35,0.988,-0.008,-0.129
3,35,0.992,0.039,-0.145
3,35,1.047,0,-0.078
3,35,0.977,0.105,-0.125
3,35,1.02,0.039,-0.117
3,35,0.988,0.008,-0.137
3,35,1.043,0.078,-0.105
3,35,0.953,-0.066,-0.133
3,35,0.973,0.121,-0.117
3,35,0.996,-0.059,-0.113
3,35,0.961,0.008,-0.137
3,35,0.977,-0.027,-0.117
3,35,1.012,-0.059,-0.117
3,35,0.973,-0.078,-0.137
3,35,0.984,-0.012,-0.133
3,35,1.051,0.027,-0.09
3,35,0.953,-0.07,-0.133
3,35,0.984,-0.012,-0.121
3,35,0.949,0.031,-0.117
3,35,0.969,-0.082,-0.148
3,35,0.973,0.016,-0.121
3,35,0.984,-0.066,-0.109
3,35,0.973,-0.074,-0.168
3,35,0.98,0.008,-0.117
3,35,0.992,-0.059,-0.113
3,35,0.996,-0.066,-0.148
3,35,0.98,0.008,-0.125
3,35,1,-0.063,-0.109
3,35,1,-0.07,-0.133
3,35,0.98,-0.02,-0.129
3,35,1.035,0.063,-0.105
3,35,1.023,0.02,-0.137
3,35,1.051,0.094,-0.098
3,35,0.961,-0.031,-0.141
3,35,0.984,0.113,-0.121
3,35,1,-0.094,-0.113
3,35,0.988,0.008,-0.141
3,35,0.988,-0.027,-0.121
3,35,0.996,-0.078,-0.121
3,35,0.984,-0.039,-0.129
3,35,0.984,-0.016,-0.125
3,35,1.059,0.043,-0.094
3,35,0.965,-0.023,-0.148
3,35,0.98,-0.02,-0.117
3,35,0.992,0.008,-0.102
3,35,0.977,-0.035,-0.152
3,35,0.98,0,-0.113
3,35,0.973,-0.105,-0.121
3,35,0.98,-0.031,-0.16
3,35,0.992,-0.008,-0.117
3,35,1.051,0.094,-0.113
3,35,0.988,-0.023,-0.152
3,35,0.969,0.012,-0.125
3,35,0.984,-0.109,-0.125
3,35,0.996,-0.031,-0.129
3,35,1,-0.023,-0.125
3,35,1.043,0.078,-0.098
3,35,1.023,0.027,-0.125
3,35,1.059,0.09,-0.09
3,35,0.98,0.004,-0.145
3,35,1,0,-0.121
3,35,0.98,-0.113,-0.145
3,35,0.988,0.055,-0.117
3,35,1.043,0.07,-0.098
3,35,0.996,0.055,-0.148
3,35,1.02,0.023,-0.117
3,35,0.977,0.109,-0.137
3,35,1.07,-0.02,-0.113
3,35,0.945,0.023,-0.09
3,35,0.98,0,-0.113
3,35,1.012,-0.023,-0.098
3,35,0.973,-0.113,-0.145
3,35,1.012,0.004,-0.117
3,35,1,-0.027,-0.094
3,35,0.957,-0.082,-0.133
3,35,0.984,-0.047,-0.121
3,35,1.016,0.047,-0.109
3,35,0.965,-0.086,-0.145
3,35,0.969,-0.012,-0.113
3,35,1.039,0.051,-0.113
3,35,1.004,0.094,-0.137
3,35,1.039,0.078,-0.098
3,35,0.984,-0.043,-0.148
3,35,0.984,0.094,-0.113
3,35,0.973,-0.074,-0.113
3,35,0.98,0,-0.156
3,35,0.984,-0.027,-0.117
3,35,0.961,-0.07,-0.094
3,35,1.023,-0.055,-0.121
3,35,0.973,-0.023,-0.109
3,35,1.062,0.066,-0.121
3,35,0.957,-0.07,-0.141
3,35,0.969,-0.016,-0.125
3,35,1.055,0.016,-0.125
3,35,0.949,-0.07,-0.141
3,35,0.992,-0.027,-0.125
3,35,1.016,0.082,-0.117
3,35,0.973,-0.063,-0.148
3,35,1.023,0.004,-0.117
3,35,0.977,-0.078,-0.102
3,35,0.973,-0.055,-0.148
3,35,1.039,-0.07,-0.109
3,35,1.031,0.078,-0.102
3,35,0.973,-0.066,-0.152
3,35,0.977,-0.016,-0.121
3,35,1.051,0.074,-0.102
3,35,0.973,0.098,-0.152
3,35,1.031,0.09,-0.09
3,35,0.98,-0.004,-0.141
3,35,0.992,0.074,-0.117
3,35,0.965,-0.105,-0.117
3,35,0.949,0.012,-0.156
3,35,1.051,-0.02,-0.117
3,35,0.977,-0.098,-0.102
3,35,1.016,0.012,-0.121
3,35,1.047,-0.031,-0.121
3,35,1.008,-0.102,-0.109
3,35,0.969,-0.023,-0.152
3,35,0.992,-0.012,-0.117
3,35,1.031,0.027,-0.102
3,35,0.949,-0.023,-0.145
3,35,0.992,-0.016,-0.121
3,35,1.004,0.094,-0.105
3,35,0.973,-0.035,-0.148
3,35,1.027,0.016,-0.125
3,35,0.961,-0.113,-0.121
3,35,0.988,-0.027,-0.156
3,35,1.035,-0.043,-0.117
3,35,1.047,0.094,-0.102
3,35,0.98,-0.023,-0.145
3,35,0.988,-0.02,-0.125
3,35,1.051,0.094,-0.102
3,35,0.992,0.066,-0.148
3,35,1.031,0.09,-0.086
3,35,0.98,0.031,-0.141
3,35,1,0.004,-0.121
3,35,0.965,0.082,-0.125
3,35,1.004,0.004,-0.109
3,35,0.953,-0.137,-0.141
3,35,0.941,0.07,-0.121
3,35,1.016,0.031,-0.094
3,35,0.988,0.109,-0.125
3,35,1.008,0.02,-0.094
3,35,0.992,-0.105,-0.156
3,35,0.961,-0.008,-0.109
3,35,0.996,0.059,-0.141
3,35,0.992,-0.105,-0.152
3,35,0.969,0.023,-0.125
3,35,1.008,-0.039,-0.102
3,35,0.98,0.109,-0.141
3,35,1.004,0.004,-0.105
3,35,0.973,-0.055,-0.156
3,35,0.953,0.086,-0.09
3,35,0.984,-0.086,-0.105
3,35,0.965,-0.051,-0.145
3,35,0.961,0.098,-0.113
3,35,0.988,-0.086,-0.121
3,35,0.961,-0.047,-0.137
3,35,0.996,-0.008,-0.121
3,35,1.051,0.078,-0.105
3,35,0.953,-0.051,-0.125
3,35,0.984,-0.027,-0.125
3,35,1.035,0.082,-0.094
3,35,0.965,0.016,-0.137
3,35,1.066,-0.023,-0.125
3,35,0.957,-0.066,-0.09
3,35,0.98,-0.059,-0.133
3,35,0.988,-0.016,-0.129
3,35,1.047,0.031,-0.094
3,35,0.988,-0.063,-0.148
3,35,0.969,-0.012,-0.109
3,35,1.02,0.008,-0.125
3,35,1.004,-0.066,-0.152
3,35,0.965,0,-0.117
3,35,0.996,-0.074,-0.117
3,35,0.969,0.105,-0.141
3,35,1.062,0.008,-0.121
3,35,0.977,-0.008,-0.145
3,35,0.949,0.102,-0.082
3,35,0.973,-0.105,-0.098
3,35,0.973,-0.008,-0.148
3,35,0.988,0.113,-0.125
3,35,0.977,-0.121,-0.129
3,35,0.953,-0.012,-0.133
3,35,0.992,-0.012,-0.113
3,35,1.047,0.09,-0.105
3,35,0.98,-0.02,-0.137
3,35,0.988,-0.023,-0.117
3,35,1.039,0.086,-0.086
3,35,1,0.012,-0.152
3,35,1.062,-0.023,-0.121
3,35,0.941,-0.086,-0.098
3,35,1.012,-0.051,-0.125
3,35,0.992,-0.02,-0.121
3,35,1.074,0.063,-0.102
3,35,0.973,-0.023,-0.141
3,35,0.984,-0.012,-0.117
3,35,1.07,-0.004,-0.117
3,35,0.957,-0.023,-0.094
3,35,0.98,0.102,-0.121
3,35,1.027,0.09,-0.109
3,35,0.965,0.094,-0.133
3,35,1.023,0.023,-0.109
3,35,0.969,0.043,-0.137
3,35,0.965,0,-0.102
3,35,0.984,-0.105,-0.133
3,35,0.984,0.055,-0.117
3,35,0.996,0.012,-0.086
3,35,0.984,0.09,-0.145
3,35,1.008,0.004,-0.105
3,35,0.984,0.086,-0.129
3,35,1.047,0.059,-0.117
3,35,0.961,-0.027,-0.137
3,35,0.992,-0.02,-0.121
3,35,1.031,0.051,-0.105
3,35,0.953,-0.031,-0.121
3,35,0.988,-0.012,-0.121
3,35,1.004,0.063,-0.105
3,35,0.984,-0.098,-0.148
3,35,0.98,-0.008,-0.121
3,35,1.004,0.023,-0.098
3,35,0.992,0.125,-0.156
3,35,1.035,0.07,-0.105
3,35,0.977,-0.055,-0.145
3,35,1,0.121,-0.133
3,35,0.988,-0.055,-0.09
3,35,0.98,-0.051,-0.156
3,35,0.984,0.113,-0.129
3,35,0.988,-0.063,-0.105
3,35,0.969,-0.059,-0.16
3,35,1,0.027,-0.109
3,35,0.977,-0.082,-0.121
3,35,0.977,-0.051,-0.152
3,35,1,-0.023,-0.109
3,35,1.059,0.094,-0.109
3,35,0.961,-0.043,-0.141
3,35,0.988,-0.008,-0.121
3,35,1.051,0.086,-0.117
3,35,0.926,-0.031,-0.137
3,35,0.988,-0.035,-0.133
3,35,1.039,0.074,-0.098
3,35,1.031,0.039,-0.141
3,35,1.07,0.09,-0.133
3,35,0.938,-0.012,-0.129
3,35,0.984,0.105,-0.121
3,35,0.973,-0.102,-0.098
3,35,0.934,0.059,-0.129
3,35,1,-0.023,-0.129
3,35,0.98,-0.094,-0.098
3,35,0.984,-0.008,-0.137
3,35,1.008,0.105,-0.125
3,35,0.949,-0.066,-0.09
3,35,0.988,0.004,-0.152
3,35,0.984,-0.008,-0.125
3,35,0.969,0.008,-0.141
3,35,0.984,0.086,-0.121
3,35,1.059,0.035,-0.078
3,35,0.977,0.063,-0.141
3,35,1.023,0.039,-0.09
3,35,0.996,0.012,-0.109
3,35,1.023,0.035,-0.109
3,35,0.969,-0.102,-0.137
3,35,0.973,0,-0.113
3,35,1.027,-0.008,-0.102
3,35,1.027,-0.027,-0.133
3,35,0.977,0,-0.117
3,35,1.027,-0.004,-0.113
3,35,0.98,0.109,-0.137
3,35,1.047,0.07,-0.102
3,35,0.977,-0.027,-0.152
3,35,0.969,0.129,-0.121
3,35,0.992,-0.043,-0.109
3,35,0.992,-0.07,-0.125
3,35,0.977,0.121,-0.121
3,35,0.977,-0.07,-0.105
3,35,0.949,-0.094,-0.137
3,35,0.988,0,-0.137
3,35,0.961,0.004,-0.129
3,35,0.973,0.125,-0.113
3,35,1.059,0.074,-0.121
3,35,0.977,0.102,-0.145
3,35,1.039,0.078,-0.09
3,35,1.016,0.035,-0.133
3,35,1,-0.012,-0.129
3,35,0.988,-0.094,-0.098
3,35,0.988,0.012,-0.141
3,35,0.988,-0.016,-0.113
3,35,0.996,-0.059,-0.137
3,35,0.965,0.008,-0.137
3,35,0.996,-0.004,-0.105
3,35,1,-0.078,-0.113
3,35,0.973,0.008,-0.141
3,35,1.02,0.02,-0.121
3,35,0.977,0.066,-0.145
3,35,0.996,0.02,-0.117
3,35,1.02,-0.051,-0.141
3,35,0.992,0.039,-0.148
3,35,1.031,0.004,-0.094
3,35,0.992,0.098,-0.141
3,35,1.016,0.035,-0.113
3,35,1.023,-0.012,-0.148
3,35,0.988,0.008,-0.117
3,35,1.004,-0.016,-0.086
3,35,0.984,0.113,-0.141
3,35,1.039,0.059,-0.105
3,35,0.93,0.012,-0.129
3,35,0.992,-0.02,-0.121
3,35,1.004,-0.035,-0.105
3,35,0.977,-0.094,-0.141
3,35,0.992,-0.008,-0.137
3,35,1.047,0.031,-0.102
3,35,0.973,-0.098,-0.152
3,35,0.977,-0.008,-0.129
3,35,1.004,-0.008,-0.105
3,35,0.969,0.012,-0.098
3,35,0.953,0.02,-0.105
3,35,1.008,-0.039,-0.094
3,35,0.98,-0.098,-0.145
3,35,0.957,0.008,-0.098
3,35,1.016,-0.035,-0.109
3,35,0.973,-0.086,-0.133
3,35,0.988,-0.008,-0.125
3,35,1.035,0.059,-0.117
3,35,0.961,-0.086,-0.129
3,35,0.988,-0.008,-0.125
3,35,1.016,0.055,-0.109
3,35,1.02,0.078,-0.133
3,35,1.059,0.086,-0.109
3,35,0.941,-0.063,-0.129
3,35,0.988,0.105,-0.117
3,35,0.988,-0.07,-0.113
3,35,0.965,-0.012,-0.129
3,35,0.988,-0.023,-0.125
3,35,1.023,0.063,-0.098
3,35,0.996,-0.07,-0.133
3,35,0.996,-0.012,-0.133
3,35,1.039,0.063,-0.113
3,35,0.977,-0.086,-0.152
3,35,0.973,-0.016,-0.121
3,35,1.047,0.016,-0.109
3,35,0.965,-0.086,-0.148
3,35,0.949,-0.008,-0.09
3,35,1.027,0.078,-0.117
3,35,0.988,-0.078,-0.148
3,35,0.996,-0.004,-0.105
3,35,1.035,0.078,-0.109
3,35,0.973,-0.078,-0.141
3,35,0.996,-0.031,-0.137
3,35,1.035,0.066,-0.109
3,35,0.961,-0.07,-0.141
3,35,0.973,-0.02,-0.137
3,35,1.031,0.066,-0.102
3,35,0.973,0.082,-0.156
3,35,1.059,0.098,-0.105
3,35,0.934,-0.027,-0.109
3,35,0.996,0.082,-0.113
3,35,0.977,-0.09,-0.117
3,35,0.961,0,-0.141
3,35,0.992,-0.035,-0.125
3,35,0.965,-0.086,-0.102
3,35,1.023,-0.012,-0.133
3,35,1,-0.023,-0.109
3,35,1.027,0.074,-0.105
3,35,0.98,-0.043,-0.145
3,35,0.973,-0.027,-0.121
3,35,1.012,0.031,-0.105
3,35,0.953,-0.035,-0.145
3,35,0.957,-0.004,-0.098
3,35,0.977,0.105,-0.129
3,35,0.984,-0.039,-0.141
3,35,1.016,0.008,-0.121
3,35,0.973,-0.105,-0.121
3,35,0.965,-0.031,-0.141
3,35,1.051,-0.055,-0.113
3,35,1.035,0.082,-0.098
3,35,0.988,-0.02,-0.145
3,35,0.984,-0.016,-0.133
3,35,1.047,0.094,-0.105
3,35,1.012,0.074,-0.152
3,35,1.051,0.094,-0.094
3,35,0.945,0.027,-0.117
3,35,1.004,0.039,-0.129
3,35,0.984,0.074,-0.137
3,35,0.98,0.012,-0.094
3,35,0.965,-0.137,-0.145
3,35,0.965,0.074,-0.133
3,35,1.016,0.035,-0.137
3,35,0.992,0.105,-0.137
3,35,1.039,0.023,-0.094
3,35,0.992,-0.105,-0.148
3,35,0.973,-0.004,-0.121
3,35,0.988,0,-0.117
3,35,0.988,-0.113,-0.152
3,35,0.957,0.023,-0.109
3,35,1.012,-0.023,-0.098
3,35,0.98,-0.098,-0.148
3,35,0.965,0.016,-0.109
3,35,1.02,-0.023,-0.105
3,35,0.973,0.105,-0.125
3,35,1.039,0.086,-0.109
3,35,0.98,-0.059,-0.16
3,35,1,0.113,-0.129
3,35,0.992,-0.074,-0.121
3,35,0.973,-0.059,-0.148
3,35,0.965,-0.031,-0.109
3,35,1.055,0.078,-0.109
3,35,0.949,-0.063,-0.125
3,35,0.992,-0.023,-0.125
3,35,1.039,0.07,-0.109
3,35,0.949,-0.008,-0.121
3,35,0.996,-0.027,-0.121
3,35,1.031,0.059,-0.094
3,35,0.992,-0.063,-0.133
3,35,0.996,-0.02,-0.133
3,35,1.043,0.055,-0.098
3,35,0.996,-0.066,-0.148
3,35,0.977,-0.016,-0.109
3,35,1.066,0.004,-0.113
3,35,0.992,-0.078,-0.141
3,35,0.945,-0.004,-0.082
3,35,1.027,0.078,-0.117
3,35,0.984,-0.066,-0.145
3,35,0.988,-0.004,-0.102
3,35,1.039,0.078,-0.109
3,35,0.977,0.105,-0.137
3,35,1.023,0.09,-0.117
3,35,0.977,-0.031,-0.16
3,35,1.012,0.094,-0.113
3,35,0.988,-0.094,-0.125
3,35,0.973,-0.035,-0.141
3,35,1.031,-0.07,-0.117
3,35,1.059,0.09,-0.105
3,35,0.941,-0.035,-0.117
3,35,0.992,-0.02,-0.113
3,35,1.043,0.086,-0.109
3,35,0.969,0,-0.141
3,35,1.066,-0.031,-0.125
3,35,0.977,-0.09,-0.105
3,35,1.012,-0.027,-0.137
3,35,0.992,-0.023,-0.133
3,35,1.027,0.082,-0.105
3,35,0.988,-0.051,-0.148
3,35,0.973,-0.016,-0.113
3,35,1.02,0.031,-0.105
3,35,0.988,-0.055,-0.152
3,35,0.953,-0.008,-0.102
3,35,0.98,0.113,-0.125
3,35,0.98,0.102,-0.145
3,35,1.008,0.035,-0.086
3,35,0.98,0,-0.145
3,35,0.98,-0.008,-0.105
3,35,1,-0.074,-0.129
3,35,0.98,-0.004,-0.152
3,35,0.992,0.078,-0.117
3,35,0.977,-0.113,-0.125
3,35,0.961,0.004,-0.133
3,35,1.02,-0.012,-0.113
3,35,0.965,-0.125,-0.133
3,35,0.938,0.004,-0.121
3,35,1.035,-0.004,-0.129
3,35,0.973,-0.109,-0.133
3,35,0.941,0.012,-0.141
3,35,1.062,-0.02,-0.125
3,35,0.953,-0.105,-0.117
3,35,0.977,0.043,-0.16
3,35,1.055,0.082,-0.129
3,35,0.961,0.035,-0.133
3,35,1.008,0,-0.133
3,35,0.957,-0.125,-0.121
3,35,1.027,0.008,-0.117
3,35,1.047,0.055,-0.094
3,35,0.945,0.063,-0.109
3,35,1.02,0.035,-0.121
3,35,0.973,0.109,-0.125
3,35,0.988,-0.008,-0.109
3,35,1.043,0.016,-0.098
3,35,0.969,0.008,-0.129
3,35,0.996,-0.039,-0.105
3,35,0.973,-0.094,-0.16
3,35,1,0.004,-0.137
3,35,1.004,-0.027,-0.117
3,35,0.973,-0.09,-0.141
3,35,0.953,0.008,-0.129
3,35,1.008,-0.035,-0.102
3,35,0.945,-0.09,-0.121
3,35,0.984,-0.008,-0.113
3,35,1.023,0.051,-0.109
3,35,1.027,-0.016,-0.125
3,35,0.984,-0.008,-0.129
3,35,1.02,0.047,-0.102
3,35,0.98,-0.102,-0.141
3,35,0.996,-0.004,-0.125
3,35,1.047,0.031,-0.102
3,35,0.996,0.129,-0.152
3,35,1.043,0.063,-0.105
3,35,0.988,-0.086,-0.121
3,35,0.98,0.129,-0.133
3,35,0.957,-0.078,-0.105
3,35,0.965,-0.059,-0.152
3,35,0.977,0.117,-0.125
3,35,0.934,0.027,-0.125
3,35,0.984,0.121,-0.125
3,35,1.051,0.078,-0.105
3,35,0.973,-0.016,-0.145
3,35,1.008,-0.023,-0.141
3,35,1.016,0.023,-0.105
3,35,0.977,0.094,-0.145
3,35,1.059,0.066,-0.105
3,35,0.969,0.031,-0.133
3,35,1.008,0.004,-0.121
3,35,0.977,-0.066,-0.148
3,35,0.961,0.059,-0.105
3,35,1.035,0.043,-0.105
3,35,0.98,0.051,-0.133
3,35,1.012,0.02,-0.109
3,35,0.988,0.086,-0.125
3,35,1.043,0.066,-0.113
3,35,0.953,-0.074,-0.117
3,35,0.98,-0.012,-0.113
3,35,1.027,0.051,-0.113
3,35,0.977,-0.047,-0.145
3,35,1.121,-0.039,-0.121
3,35,1.18,0.035,-0.133
3,35,0.871,-0.031,-0.125
3,35,0.941,0.016,-0.133
3,35,0.961,-0.035,-0.102
3,35,1.027,0.129,-0.168
3,35,0.996,0.063,-0.09
3,35,0.934,0.031,-0.145
3,35,0.914,-0.023,-0.129
3,35,0.957,-0.043,-0.086
3,35,0.961,-0.07,-0.137
3,35,1.004,-0.02,-0.141
3,35,1.012,0.031,-0.098
3,35,0.969,-0.07,-0.141
3,35,0.984,-0.012,-0.113
3,35,0.984,0.023,-0.141
3,35,0.984,-0.074,-0.152
3,35,0.973,0.012,-0.113
3,35,1.016,-0.047,-0.121
3,35,0.953,-0.07,-0.141
3,35,1.004,0.008,-0.105
3,35,1,-0.055,-0.098
3,35,0.93,-0.063,-0.125
3,35,1,-0.004,-0.109
3,35,1.027,0.055,-0.113
3,35,0.969,-0.066,-0.137
3,35,0.988,-0.012,-0.113
3,35,1.027,0.059,-0.105
3,35,0.996,0.012,-0.164
3,35,1.043,0.07,-0.121
3,35,0.98,-0.039,-0.129
3,35,1,0.113,-0.125
3,35,0.992,-0.086,-0.113
3,35,0.969,0.004,-0.141
3,35,1,-0.023,-0.117
3,35,0.965,-0.063,-0.082
3,35,0.984,-0.051,-0.133
3,35,1.004,-0.016,-0.117
3,35,1.031,0.035,-0.105
3,35,0.977,-0.059,-0.156
3,35,0.988,-0.016,-0.109
3,35,1.004,-0.008,-0.125
3,35,0.977,-0.027,-0.09
3,35,0.98,0.094,-0.125
3,35,1.023,0.07,-0.113
3,35,0.965,-0.059,-0.137
3,35,0.988,0.004,-0.113
3,35,1,-0.07,-0.105
3,35,0.934,-0.051,-0.125
3,35,0.996,0.012,-0.125
3,35,0.996,-0.074,-0.102
3,35,0.969,-0.059,-0.141
3,35,0.988,-0.023,-0.113
3,35,1.027,0.07,-0.102
3,35,1.043,0.008,-0.156
3,35,1.035,0.082,-0.117
3,35,0.977,-0.004,-0.137
3,35,1.008,0.105,-0.121
3,35,0.98,-0.102,-0.09
3,35,0.98,0.004,-0.141
3,35,1,-0.023,-0.125
3,35,0.957,-0.086,-0.086
3,35,0.984,-0.031,-0.137
3,35,0.996,-0.02,-0.113
3,35,1.047,0.043,-0.102
3,35,0.973,-0.016,-0.152
3,35,0.988,-0.012,-0.098
3,35,1.02,-0.008,-0.121
3,35,0.973,-0.07,-0.105
3,35,0.977,0.094,-0.121
3,35,1.02,0.086,-0.109
3,35,0.965,-0.016,-0.137
3,35,1,-0.004,-0.113
3,35,1.035,0.094,-0.105
3,35,0.941,-0.012,-0.125
3,35,1,0.016,-0.125
3,35,0.977,-0.102,-0.113
3,35,0.973,-0.023,-0.129
3,35,0.996,-0.027,-0.121
3,35,1.039,0.082,-0.098
3,35,1.055,0.027,-0.156
3,35,1.027,0.07,-0.102
3,35,0.98,0.027,-0.137
3,35,1,-0.012,-0.125
3,35,0.984,-0.117,-0.098
3,35,0.977,0.035,-0.148
3,35,1.02,-0.004,-0.121
3,35,0.949,-0.094,-0.102
3,35,0.988,0.004,-0.133
3,35,1.004,0,-0.125
3,35,0.957,0.059,-0.117
3,35,1.023,0.023,-0.125
3,35,0.98,-0.102,-0.133
3,35,0.996,0.023,-0.125
3,35,1.02,0.004,-0.105
3,35,0.957,0.09,-0.133
3,35,1.031,0.055,-0.129
3,35,0.969,-0.078,-0.148
3,35,0.98,0.008,-0.117
3,35,1.012,-0.051,-0.109
3,35,0.953,-0.074,-0.121
3,35,1.004,-0.008,-0.113
3,35,1.02,0.051,-0.113
3,35,1.023,0.043,-0.129
3,35,1.035,0.082,-0.113
3,35,0.996,-0.031,-0.152
3,35,0.992,0.109,-0.113
3,35,1.012,-0.078,-0.117
3,35,0.98,-0.012,-0.141
3,35,0.996,-0.023,-0.125
3,35,1.043,0.07,-0.117
3,35,0.977,-0.059,-0.133
3,35,0.996,-0.02,-0.129
3,35,1.043,0.051,-0.109
3,35,0.973,-0.047,-0.152
3,35,1,-0.016,-0.121
3,35,1.004,-0.027,-0.094
3,35,0.977,-0.027,-0.102
3,35,0.957,0.105,-0.117
3,35,1.023,0.078,-0.121
3,35,0.98,-0.051,-0.164
3,35,1.004,0.004,-0.113
3,35,1.004,-0.078,-0.113
3,35,0.977,-0.055,-0.145
3,35,0.98,0.004,-0.113
3,35,1.004,-0.094,-0.113
3,35,0.965,-0.047,-0.125
3,35,1.004,-0.023,-0.117
3,35,1.035,0.066,-0.113
3,35,1.035,0.027,-0.121
3,35,1.039,0.09,-0.105
3,35,0.988,0,-0.145
3,35,1.008,-0.016,-0.113
3,35,1.016,-0.098,-0.137
3,35,0.98,0.016,-0.141
3,35,1.004,-0.023,-0.129
3,35,1.004,-0.09,-0.125
3,35,0.977,-0.027,-0.133
3,35,1.008,-0.016,-0.109
3,35,1.047,0.051,-0.102
3,35,0.969,0.008,-0.152
3,35,1.012,-0.008,-0.117
3,35,1.008,0.008,-0.117
3,35,0.977,0.082,-0.109
3,35,0.996,0.063,-0.113
3,35,0.973,0.035,-0.133
3,35,1.008,0.031,-0.09
3,35,1.031,0.02,-0.109
3,35,1.016,0.035,-0.117
3,35,0.953,0.102,-0.121
3,35,1.027,0.074,-0.113
3,35,0.973,-0.059,-0.133
3,35,1.012,0.051,-0.117
3,35,1.004,-0.059,-0.117
