wconfid,pctid,x,y,z
2,25,0.961,0.078,-0.137
2,25,1.027,0.09,-0.105
2,25,0.957,0.012,-0.125
2,25,0.984,-0.027,-0.129
2,25,0.984,-0.051,-0.105
2,25,0.977,0.016,-0.148
2,25,1.004,-0.02,-0.133
2,25,1.004,-0.094,-0.105
2,25,0.973,0.027,-0.141
2,25,1.035,-0.016,-0.129
2,25,1.016,-0.105,-0.117
2,25,0.988,0.02,-0.141
2,25,1.047,-0.023,-0.145
2,25,1.027,-0.074,-0.113
2,25,0.984,0.027,-0.145
2,25,1.023,0.07,-0.137
2,25,0.98,0.063,-0.121
2,25,1.008,0.016,-0.133
2,25,0.973,0.004,-0.133
2,25,1.004,-0.016,-0.109
2,25,1.027,0.023,-0.078
2,25,0.949,0.082,-0.113
2,25,1.031,0.051,-0.133
2,25,0.98,0.063,-0.133
2,25,1.016,0.078,-0.113
2,25,0.977,-0.023,-0.145
2,25,1,0.098,-0.117
2,25,1.031,-0.074,-0.094
2,25,0.984,-0.012,-0.141
2,25,0.996,-0.043,-0.113
2,25,1.012,0.016,-0.113
2,25,0.988,-0.023,-0.148
2,25,1,-0.039,-0.109
2,25,1.023,0.07,-0.117
2,25,0.98,-0.012,-0.145
2,25,1,-0.016,-0.125
2,25,1.027,0.098,-0.105
2,25,1.004,0,-0.121
2,25,1.02,0.086,-0.129
2,25,0.969,0.035,-0.141
2,25,1,-0.008,-0.125
2,25,1.008,0.094,-0.094
2,25,0.988,0.031,-0.113
2,25,1.035,0.063,-0.09
2,25,0.957,0.082,-0.129
2,25,1.027,0.02,-0.129
2,25,0.969,0.117,-0.133
2,25,1.027,0.035,-0.117
2,25,0.992,-0.066,-0.137
2,25,0.992,-0.023,-0.109
2,25,1.008,0.047,-0.113
2,25,0.992,-0.063,-0.145
2,25,0.98,-0.027,-0.125
2,25,1.016,0.066,-0.121
2,25,0.98,-0.023,-0.137
2,25,0.973,-0.051,-0.113
2,25,1,0.07,-0.117
2,25,0.984,-0.051,-0.133
2,25,0.969,-0.047,-0.113
2,25,1.004,0.039,-0.109
2,25,0.957,-0.063,-0.145
2,25,0.996,-0.008,-0.105
2,25,1.016,0.063,-0.129
2,25,0.953,-0.055,-0.141
2,25,0.988,-0.039,-0.121
2,25,1.012,0.086,-0.125
2,25,0.977,-0.027,-0.137
2,25,0.984,-0.043,-0.137
2,25,1.012,0.012,-0.109
2,25,0.961,0.082,-0.156
2,25,1.027,0.09,-0.113
2,25,0.969,0.004,-0.137
2,25,1,-0.043,-0.129
2,25,0.988,-0.047,-0.109
2,25,0.973,0.004,-0.145
2,25,0.988,-0.008,-0.133
2,25,1.008,-0.078,-0.105
2,25,0.977,0.012,-0.137
2,25,1.016,-0.016,-0.125
2,25,1.016,-0.09,-0.102
2,25,0.969,0.016,-0.137
2,25,1.031,-0.035,-0.133
2,25,1.012,-0.086,-0.109
2,25,0.98,0.012,-0.145
2,25,1.035,0.094,-0.133
2,25,0.988,0.043,-0.137
2,25,1.004,0.004,-0.137
2,25,1.031,-0.031,-0.129
2,25,0.969,0.012,-0.113
2,25,1.039,0.047,-0.094
2,25,0.961,0.078,-0.125
2,25,1.027,0.039,-0.129
2,25,0.973,0.078,-0.133
2,25,1.004,0.074,-0.109
2,25,0.988,-0.051,-0.141
2,25,0.977,-0.035,-0.109
2,25,1.012,0.078,-0.113
2,25,0.996,-0.031,-0.133
2,25,0.984,-0.043,-0.109
2,25,1.004,-0.004,-0.117
2,25,0.984,-0.008,-0.09
2,25,0.957,0.105,-0.105
2,25,1.016,0.066,-0.117
2,25,0.984,-0.047,-0.145
2,25,0.996,-0.012,-0.137
2,25,1.02,0.082,-0.125
2,25,1.008,-0.02,-0.121
2,25,0.984,-0.035,-0.125
2,25,1.02,0.078,-0.129
2,25,0.961,-0.023,-0.137
2,25,0.996,-0.051,-0.117
2,25,1.023,0.035,-0.109
2,25,0.945,-0.035,-0.145
2,25,0.984,-0.023,-0.125
2,25,1.012,0.082,-0.105
2,25,0.945,0.07,-0.137
2,25,1.012,0.059,-0.098
2,25,0.973,0.016,-0.145
2,25,1.016,-0.023,-0.117
2,25,1.012,-0.09,-0.109
2,25,0.977,0.02,-0.137
2,25,1.008,-0.02,-0.125
2,25,1.016,-0.109,-0.113
2,25,0.988,0.027,-0.141
2,25,1.035,-0.02,-0.137
2,25,1.031,-0.012,-0.121
2,25,0.977,0.023,-0.152
2,25,1.031,-0.02,-0.133
2,25,1,-0.082,-0.105
2,25,0.98,0.039,-0.145
2,25,1.016,0.004,-0.125
2,25,0.973,0.082,-0.133
2,25,0.996,0.027,-0.125
2,25,0.992,-0.086,-0.121
2,25,0.961,-0.02,-0.125
2,25,1.008,0.016,-0.129
2,25,1.004,-0.105,-0.133
2,25,0.988,0.016,-0.105
2,25,1.035,0.012,-0.094
2,25,0.961,0.102,-0.121
2,25,1.027,0.055,-0.121
2,25,0.957,0.105,-0.152
2,25,1.02,0.035,-0.113
2,25,0.984,-0.008,-0.148
2,25,0.996,-0.02,-0.105
2,25,1.012,0.082,-0.105
2,25,0.977,-0.008,-0.148
2,25,0.992,-0.023,-0.109
2,25,1.023,0.098,-0.102
2,25,0.973,0.012,-0.133
2,25,1.02,-0.035,-0.125
2,25,1.016,-0.086,-0.105
2,25,0.977,0.008,-0.137
2,25,1.031,0.086,-0.129
2,25,0.969,0.035,-0.129
2,25,1.004,-0.004,-0.137
2,25,1.027,0.035,-0.113
2,25,0.977,0.012,-0.113
2,25,1.027,0.051,-0.082
2,25,0.973,0.09,-0.125
2,25,1.035,0.047,-0.133
2,25,0.98,0.07,-0.129
2,25,1.016,0.078,-0.109
2,25,0.98,-0.039,-0.137
2,25,0.965,-0.031,-0.105
2,25,1.016,0.078,-0.117
2,25,0.98,-0.031,-0.117
2,25,0.992,-0.047,-0.109
2,25,0.98,0.047,-0.121
2,25,0.977,-0.039,-0.133
2,25,0.984,-0.047,-0.105
2,25,1.008,0.07,-0.109
2,25,0.984,-0.035,-0.148
2,25,1,-0.008,-0.129
2,25,1.023,0.078,-0.121
2,25,0.973,-0.027,-0.125
2,25,1,-0.039,-0.133
2,25,1.023,0.09,-0.121
2,25,0.961,-0.016,-0.141
2,25,0.996,-0.055,-0.133
2,25,1.02,0.039,-0.109
2,25,0.957,-0.008,-0.148
2,25,0.992,-0.023,-0.129
2,25,1.012,0.078,-0.105
2,25,0.961,0.066,-0.145
2,25,1.008,0.055,-0.094
2,25,0.969,0.051,-0.133
2,25,1,-0.035,-0.117
2,25,0.992,-0.102,-0.117
2,25,0.973,0.043,-0.137
2,25,1.008,-0.004,-0.133
2,25,1.012,-0.109,-0.121
2,25,0.973,0.027,-0.125
2,25,1.047,-0.004,-0.133
2,25,1.012,0,-0.133
2,25,0.977,0.008,-0.105
2,25,1.035,0.047,-0.086
2,25,0.98,0.082,-0.125
2,25,1.035,0.004,-0.074
2,25,0.973,0.063,-0.113
2,25,1.016,0.078,-0.117
2,25,0.949,-0.047,-0.145
2,25,0.965,-0.027,-0.109
2,25,1.012,0.07,-0.117
2,25,0.949,0.047,-0.121
2,25,1.02,0.09,-0.109
2,25,0.98,-0.004,-0.129
2,25,1,0.082,-0.105
2,25,1.023,-0.102,-0.109
2,25,0.984,0.012,-0.137
2,25,0.996,-0.031,-0.137
2,25,1.004,-0.051,-0.121
2,25,0.98,0.008,-0.152
2,25,1.027,-0.02,-0.133
2,25,1.012,-0.078,-0.109
2,25,0.984,0.023,-0.145
2,25,1.027,-0.023,-0.125
2,25,1.016,-0.109,-0.117
2,25,0.984,0.031,-0.133
2,25,1.027,-0.02,-0.137
2,25,1.023,-0.086,-0.117
2,25,0.965,0.016,-0.129
2,25,1.031,0.074,-0.129
2,25,0.965,0.043,-0.121
2,25,1.004,0.012,-0.129
2,25,1.004,-0.063,-0.117
2,25,0.965,-0.016,-0.109
2,25,1,0.023,-0.125
2,25,0.996,-0.078,-0.129
2,25,0.965,-0.027,-0.113
2,25,1.012,0.016,-0.125
2,25,0.961,-0.102,-0.137
2,25,0.984,-0.012,-0.109
2,25,1.008,0.027,-0.137
2,25,0.961,-0.102,-0.125
2,25,0.977,-0.023,-0.117
2,25,1.016,0.035,-0.129
2,25,0.977,-0.035,-0.125
2,25,0.969,-0.027,-0.117
2,25,1,0.047,-0.129
2,25,0.949,0.09,-0.125
2,25,1.012,0.074,-0.121
2,25,0.977,-0.027,-0.133
2,25,0.984,0.117,-0.117
2,25,1.02,0.004,-0.113
2,25,0.953,0.09,-0.109
2,25,1.012,0.105,-0.105
2,25,0.961,0.008,-0.137
2,25,1.027,0.086,-0.129
2,25,0.969,0.039,-0.137
2,25,1.004,0,-0.137
2,25,0.961,-0.098,-0.117
2,25,0.969,0.012,-0.105
2,25,1.027,0.051,-0.082
2,25,0.965,0.07,-0.133
2,25,1.023,0.047,-0.133
2,25,0.957,0.066,-0.098
2,25,1,0.074,-0.109
2,25,0.98,-0.039,-0.141
2,25,0.992,-0.031,-0.109
2,25,1.008,0.078,-0.121
2,25,0.977,-0.004,-0.129
2,25,1,-0.047,-0.121
2,25,1.02,0.078,-0.113
2,25,0.988,-0.02,-0.145
2,25,0.988,-0.055,-0.129
2,25,1.02,0.066,-0.117
2,25,0.953,-0.02,-0.145
2,25,1,-0.035,-0.117
2,25,1.023,0.09,-0.117
2,25,0.957,-0.016,-0.148
2,25,0.992,-0.031,-0.125
2,25,1.016,0.09,-0.105
2,25,0.965,0.051,-0.133
2,25,1.027,0.098,-0.102
2,25,0.98,-0.004,-0.113
2,25,0.992,0.047,-0.102
2,25,1.004,-0.105,-0.094
2,25,0.961,0.039,-0.125
2,25,1,-0.008,-0.129
2,25,0.984,-0.039,-0.129
2,25,0.973,0.063,-0.133
2,25,1.008,0.008,-0.125
2,25,0.977,0.09,-0.117
2,25,1.016,0.047,-0.133
2,25,1,-0.059,-0.133
2,25,0.973,0.102,-0.125
2,25,1.02,0.023,-0.109
2,25,0.953,0.09,-0.117
2,25,1.012,0.078,-0.121
2,25,0.949,-0.023,-0.129
2,25,0.996,-0.051,-0.121
2,25,1.02,0.035,-0.105
2,25,0.949,-0.039,-0.137
2,25,0.984,-0.035,-0.121
2,25,1.004,0.082,-0.113
2,25,0.949,0.074,-0.137
2,25,1.012,0.063,-0.109
2,25,0.973,0.016,-0.148
2,25,1.012,-0.035,-0.121
2,25,1.008,-0.094,-0.113
2,25,0.973,0.027,-0.145
2,25,1.004,-0.023,-0.129
2,25,1.02,-0.113,-0.117
2,25,0.996,0.023,-0.145
2,25,1.031,-0.016,-0.137
2,25,1.023,-0.039,-0.117
2,25,0.969,0.035,-0.141
2,25,1.039,-0.016,-0.137
2,25,1,-0.086,-0.109
2,25,0.98,0.059,-0.137
2,25,1.016,0.004,-0.121
2,25,0.961,0.094,-0.125
2,25,1,0.043,-0.125
2,25,0.98,-0.082,-0.129
2,25,0.965,-0.031,-0.125
2,25,1.004,0.027,-0.125
2,25,0.996,-0.098,-0.141
2,25,1,-0.004,-0.102
2,25,1.012,0.031,-0.125
2,25,0.988,-0.086,-0.141
2,25,0.977,-0.031,-0.117
2,25,1.012,0.051,-0.129
2,25,0.969,-0.051,-0.137
2,25,0.973,-0.039,-0.121
2,25,1.008,-0.004,-0.113
2,25,0.996,-0.074,-0.09
2,25,0.969,0.086,-0.117
2,25,1,0.047,-0.125
2,25,0.961,0.109,-0.137
2,25,1.02,0.043,-0.113
2,25,0.977,-0.023,-0.145
2,25,0.984,0.035,-0.105
2,25,1.016,-0.07,-0.105
2,25,0.977,-0.016,-0.141
2,25,0.988,0.07,-0.105
2,25,1.02,-0.074,-0.105
2,25,0.969,0.004,-0.133
2,25,1.023,-0.043,-0.125
2,25,1.012,-0.078,-0.105
2,25,0.984,0.004,-0.148
2,25,1.031,-0.047,-0.129
2,25,1,-0.063,-0.102
2,25,0.984,0.016,-0.145
2,25,1,-0.02,-0.129
2,25,1.027,-0.086,-0.113
2,25,0.98,0.004,-0.152
2,25,1.02,0.066,-0.125
2,25,0.973,0.074,-0.137
2,25,1.016,0.016,-0.121
2,25,0.992,-0.113,-0.117
2,25,0.961,0,-0.109
2,25,1.027,0.031,-0.082
2,25,0.957,0.094,-0.125
2,25,1.02,0.031,-0.129
2,25,0.953,0.105,-0.141
2,25,1.012,0,-0.109
2,25,0.984,-0.031,-0.145
2,25,1.004,0.102,-0.105
2,25,1.016,-0.055,-0.098
2,25,0.988,-0.027,-0.148
2,25,0.992,-0.012,-0.117
2,25,1.027,0.09,-0.117
2,25,1.012,-0.016,-0.129
2,25,0.996,-0.031,-0.117
2,25,1.023,0.094,-0.125
2,25,0.98,-0.004,-0.137
2,25,0.996,-0.047,-0.125
2,25,1.027,0.059,-0.109
2,25,0.973,-0.008,-0.141
2,25,0.988,0,-0.125
2,25,1.004,-0.078,-0.102
2,25,0.953,0.004,-0.145
2,25,1.023,0.063,-0.121
2,25,0.973,0.043,-0.141
2,25,1,-0.016,-0.105
2,25,1.004,-0.098,-0.102
2,25,0.969,0.047,-0.133
2,25,1.008,-0.004,-0.133
2,25,1.008,-0.117,-0.09
2,25,0.98,0.047,-0.137
2,25,1.008,0.004,-0.133
2,25,0.988,0,-0.137
2,25,1.008,0.027,-0.129
2,25,0.996,-0.09,-0.133
2,25,0.977,0.074,-0.125
2,25,1.031,0,-0.133
2,25,0.973,0.066,-0.113
2,25,1.012,0.078,-0.117
2,25,0.984,-0.051,-0.133
2,25,0.984,-0.039,-0.121
2,25,1.012,0.09,-0.117
2,25,0.961,-0.027,-0.137
2,25,0.992,-0.043,-0.125
2,25,1.012,0.008,-0.113
2,25,0.961,-0.031,-0.148
2,25,1,-0.043,-0.125
2,25,1.02,0.078,-0.105
2,25,0.957,-0.031,-0.145
2,25,0.992,-0.023,-0.129
2,25,1.027,0.094,-0.117
2,25,0.98,0.008,-0.129
2,25,1.023,0.082,-0.094
2,25,0.98,0.031,-0.141
2,25,0.996,-0.008,-0.121
2,25,1,-0.113,-0.117
2,25,0.977,0.039,-0.133
2,25,0.996,-0.016,-0.129
2,25,1.016,-0.082,-0.117
2,25,0.969,0.059,-0.129
2,25,1.027,0.004,-0.125
2,25,0.965,0.063,-0.113
2,25,1.004,0.031,-0.133
2,25,0.973,0,-0.125
2,25,0.984,-0.027,-0.113
2,25,1.02,-0.004,-0.094
2,25,0.988,-0.082,-0.137
2,25,0.973,-0.051,-0.121
2,25,1.012,0.039,-0.125
2,25,1.004,-0.078,-0.145
2,25,0.988,-0.02,-0.121
2,25,1.012,0.051,-0.129
2,25,0.992,-0.063,-0.145
2,25,0.984,-0.027,-0.113
2,25,1.016,0.063,-0.121
2,25,0.973,-0.043,-0.121
2,25,0.969,-0.051,-0.117
2,25,0.984,0.059,-0.129
2,25,0.953,-0.047,-0.137
2,25,0.977,-0.043,-0.121
2,25,0.988,0.059,-0.109
2,25,0.949,-0.051,-0.141
2,25,1.004,0,-0.117
2,25,1.02,-0.059,-0.09
2,25,0.957,-0.035,-0.129
2,25,0.977,-0.047,-0.125
2,25,1.016,0.094,-0.121
2,25,0.961,0.063,-0.137
2,25,1.035,0.098,-0.109
2,25,0.977,0.039,-0.145
2,25,0.996,-0.02,-0.137
2,25,1.02,-0.086,-0.117
2,25,0.98,0.027,-0.137
2,25,1.008,-0.031,-0.133
2,25,1.012,-0.074,-0.109
2,25,0.973,0.031,-0.141
2,25,0.973,-0.031,-0.113
2,25,1.008,-0.094,-0.109
2,25,0.984,0.031,-0.141
2,25,1.02,-0.012,-0.109
2,25,1.004,-0.102,-0.109
2,25,0.969,0.027,-0.125
2,25,1.031,0.063,-0.133
2,25,0.977,0.039,-0.125
2,25,1.016,0.023,-0.125
2,25,1,-0.102,-0.129
2,25,0.965,-0.02,-0.129
2,25,1.004,0.035,-0.129
2,25,1,-0.039,-0.133
2,25,0.988,-0.023,-0.121
2,25,1.008,0.031,-0.141
2,25,0.969,-0.074,-0.137
2,25,0.98,-0.031,-0.105
2,25,1.02,0.031,-0.133
2,25,0.961,-0.105,-0.137
2,25,0.98,-0.008,-0.109
2,25,1.004,0.051,-0.125
2,25,0.953,-0.07,-0.141
2,25,0.969,-0.027,-0.094
2,25,1.008,0.043,-0.125
2,25,0.953,0.066,-0.121
2,25,1.008,0.078,-0.113
2,25,0.984,-0.027,-0.117
2,25,0.98,0.102,-0.109
2,25,1.023,-0.07,-0.102
2,25,0.988,-0.023,-0.145
2,25,0.98,0.102,-0.109
2,25,1.008,-0.039,-0.109
2,25,0.992,-0.027,-0.152
2,25,0.996,0,-0.098
2,25,1.016,-0.063,-0.102
2,25,0.984,-0.012,-0.145
2,25,0.996,-0.027,-0.109
2,25,1.031,0.113,-0.109
2,25,0.988,0.008,-0.137
2,25,1.027,-0.031,-0.125
2,25,1.027,-0.066,-0.109
2,25,0.969,-0.004,-0.141
2,25,1,-0.039,-0.129
2,25,1.012,0.07,-0.102
2,25,0.957,0.008,-0.141
2,25,1.012,0.016,-0.113
2,25,0.969,0.059,-0.129
2,25,0.996,0.008,-0.137
2,25,0.996,-0.09,-0.121
2,25,0.965,-0.004,-0.105
2,25,1,0.016,-0.129
2,25,0.965,-0.109,-0.129
2,25,0.996,-0.023,-0.102
2,25,1.008,0.008,-0.133
2,25,0.965,-0.105,-0.129
2,25,0.973,-0.004,-0.105
2,25,1.008,0.016,-0.133
2,25,0.988,0.07,-0.125
2,25,1.016,0.066,-0.125
2,25,1.008,-0.059,-0.137
2,25,0.973,0.094,-0.117
2,25,1.023,-0.023,-0.125
2,25,0.977,-0.043,-0.125
2,25,0.984,0.113,-0.109
2,25,1,-0.012,-0.102
2,25,0.98,-0.063,-0.141
2,25,0.977,-0.039,-0.102
2,25,1,0.07,-0.117
2,25,0.984,-0.055,-0.137
2,25,0.984,-0.027,-0.113
2,25,1.008,0.066,-0.121
2,25,0.973,-0.004,-0.129
2,25,0.996,-0.039,-0.109
2,25,1.016,0.078,-0.117
2,25,0.988,-0.039,-0.141
2,25,0.988,-0.059,-0.129
2,25,1.02,0.059,-0.117
2,25,0.996,-0.031,-0.148
2,25,1,-0.039,-0.121
2,25,1.023,0.082,-0.113
2,25,0.961,-0.023,-0.145
2,25,0.992,-0.031,-0.125
2,25,1.023,0.09,-0.113
2,25,0.969,-0.008,-0.129
2,25,0.988,-0.043,-0.133
2,25,1,0.027,-0.109
2,25,0.953,0.004,-0.141
2,25,1.023,0.094,-0.09
2,25,0.961,0.039,-0.133
2,25,1,-0.008,-0.137
2,25,0.984,-0.031,-0.094
2,25,0.973,0.066,-0.133
2,25,1.016,0.012,-0.125
2,25,0.977,0.086,-0.121
2,25,1.012,0.047,-0.133
2,25,1.004,-0.051,-0.133
2,25,0.977,0.102,-0.129
2,25,1.027,0.027,-0.129
2,25,0.953,0.094,-0.109
2,25,1.016,0.086,-0.117
2,25,0.953,-0.02,-0.133
2,25,1,-0.051,-0.125
2,25,1.02,0.039,-0.109
2,25,0.957,-0.012,-0.141
2,25,0.992,-0.023,-0.129
2,25,1.008,0.086,-0.098
2,30,1,-0.082,-0.098
2,30,0.973,-0.016,-0.141
2,30,0.996,-0.016,-0.113
2,30,1.039,0.086,-0.105
2,30,0.977,-0.012,-0.137
2,30,0.984,-0.012,-0.109
2,30,1.031,0.078,-0.105
2,30,0.992,-0.012,-0.121
2,30,0.992,-0.02,-0.121
2,30,1.027,0.082,-0.102
2,30,1.004,0.031,-0.133
2,30,1.035,0.07,-0.121
2,30,0.957,0.047,-0.141
2,30,0.996,-0.004,-0.105
2,30,1.012,0.066,-0.098
2,30,0.949,0.027,-0.105
2,30,1.031,0.023,-0.102
2,30,0.957,0.07,-0.141
2,30,1.035,0.031,-0.125
2,30,0.953,0.066,-0.113
2,30,1.02,0.059,-0.129
2,30,0.988,-0.055,-0.137
2,30,0.977,-0.023,-0.121
2,30,1.031,0.07,-0.117
2,30,1.02,-0.012,-0.125
2,30,0.965,-0.02,-0.109
2,30,1.031,0.07,-0.113
2,30,0.984,-0.027,-0.133
2,30,0.984,-0.02,-0.129
2,30,1.027,0.063,-0.121
2,30,0.953,-0.031,-0.129
2,30,0.984,-0.023,-0.121
2,30,1,0.051,-0.113
2,30,0.949,-0.043,-0.137
2,30,0.984,-0.031,-0.117
2,30,1.02,0.023,-0.113
2,30,0.945,-0.043,-0.133
2,30,0.977,-0.02,-0.121
2,30,1.016,0.051,-0.105
2,30,0.957,0.082,-0.148
2,30,1.02,0.074,-0.113
2,30,0.977,0.008,-0.141
2,30,0.996,-0.027,-0.133
2,30,0.969,-0.008,-0.117
2,30,0.965,0.008,-0.137
2,30,1,-0.02,-0.121
2,30,1.012,-0.063,-0.109
2,30,0.973,0.004,-0.148
2,30,1.027,0,-0.133
2,30,0.949,0.047,-0.098
2,30,1.004,0.008,-0.129
2,30,0.988,-0.027,-0.121
2,30,0.977,0.008,-0.137
2,30,1.027,0.035,-0.082
2,30,0.973,0.074,-0.129
2,30,1.031,0.043,-0.129
2,30,0.957,-0.074,-0.129
2,30,0.969,-0.016,-0.113
2,30,1.016,0.055,-0.129
2,30,0.977,0.055,-0.129
2,30,1.035,0.066,-0.121
2,30,0.984,-0.043,-0.148
2,30,0.98,0.078,-0.113
2,30,1.02,-0.055,-0.09
2,30,1.008,0.012,-0.121
2,30,0.984,-0.031,-0.117
2,30,1.027,-0.066,-0.094
2,30,0.973,-0.023,-0.137
2,30,0.984,-0.027,-0.121
2,30,1,0.055,-0.125
2,30,0.969,-0.035,-0.129
2,30,0.992,-0.031,-0.121
2,30,1.008,0.035,-0.109
2,30,0.992,-0.035,-0.145
2,30,1,-0.016,-0.121
2,30,1.027,0.066,-0.109
2,30,0.969,-0.043,-0.141
2,30,0.977,-0.008,-0.121
2,30,1.031,0.082,-0.109
2,30,0.957,-0.031,-0.125
2,30,0.973,-0.023,-0.113
2,30,1.027,0.078,-0.109
2,30,0.961,-0.008,-0.125
2,30,0.996,-0.031,-0.125
2,30,1.004,0.066,-0.117
2,30,0.957,0.066,-0.141
2,30,1.047,0.098,-0.105
2,30,0.977,0.012,-0.125
2,30,0.996,-0.008,-0.125
2,30,1.027,-0.078,-0.105
2,30,0.957,0.02,-0.133
2,30,1,-0.012,-0.125
2,30,1,-0.051,-0.102
2,30,0.973,0.027,-0.141
2,30,1.02,-0.004,-0.133
2,30,1.012,-0.082,-0.113
2,30,0.961,0.027,-0.145
2,30,1.031,0,-0.125
2,30,0.961,0.063,-0.141
2,30,1,0.023,-0.133
2,30,1,-0.078,-0.117
2,30,0.965,0.008,-0.133
2,30,1.008,0.016,-0.086
2,30,0.961,0.094,-0.125
2,30,1.004,0.043,-0.125
2,30,0.957,0.09,-0.129
2,30,1.035,0.086,-0.113
2,30,0.992,-0.027,-0.133
2,30,0.984,0.09,-0.113
2,30,1.031,-0.027,-0.133
2,30,0.98,-0.027,-0.137
2,30,0.988,0.098,-0.121
2,30,1,-0.043,-0.094
2,30,0.984,-0.031,-0.141
2,30,1.023,-0.031,-0.121
2,30,1.023,0.078,-0.102
2,30,0.977,-0.035,-0.133
2,30,0.98,-0.02,-0.113
2,30,1.023,0.078,-0.109
2,30,0.977,-0.023,-0.133
2,30,0.996,-0.031,-0.141
2,30,0.969,0.07,-0.137
2,30,0.992,-0.023,-0.145
2,30,0.996,-0.039,-0.129
2,30,1.02,0.07,-0.109
2,30,0.953,-0.023,-0.148
2,30,0.992,-0.008,-0.113
2,30,1.031,0.078,-0.105
2,30,0.953,-0.023,-0.133
2,30,0.973,-0.02,-0.113
2,30,1.02,0.078,-0.109
2,30,0.957,0,-0.125
2,30,1.027,0.074,-0.098
2,30,0.98,-0.008,-0.117
2,30,1,0.074,-0.105
2,30,1.027,-0.105,-0.098
2,30,0.969,0.023,-0.133
2,30,1.004,-0.012,-0.129
2,30,1,-0.051,-0.113
2,30,0.969,0.023,-0.148
2,30,0.996,0.023,-0.129
2,30,0.973,0.063,-0.117
2,30,1.016,0.02,-0.129
2,30,1,-0.063,-0.121
2,30,0.965,0.09,-0.133
2,30,1.02,0,-0.113
2,30,0.953,0.09,-0.125
2,30,1.02,0.07,-0.129
2,30,0.938,-0.047,-0.125
2,30,0.98,-0.023,-0.113
2,30,1,0.027,-0.109
2,30,0.945,-0.059,-0.133
2,30,0.996,-0.039,-0.109
2,30,1.02,0.063,-0.109
2,30,0.945,0.09,-0.129
2,30,1.027,0.07,-0.102
2,30,0.977,-0.012,-0.148
2,30,1,0.055,-0.109
2,30,1.027,-0.086,-0.105
2,30,0.988,0.039,-0.133
2,30,0.996,-0.023,-0.117
2,30,1.008,-0.082,-0.102
2,30,0.98,0.004,-0.145
2,30,1.039,-0.027,-0.125
2,30,1.012,-0.059,-0.109
2,30,0.98,0.012,-0.145
2,30,0.992,-0.016,-0.121
2,30,1.027,-0.086,-0.117
2,30,0.988,0.004,-0.133
2,30,1.031,0.055,-0.129
2,30,0.977,0.066,-0.141
2,30,1.004,0.008,-0.121
2,30,1.004,-0.113,-0.129
2,30,0.973,0.02,-0.137
2,30,1.035,0.023,-0.086
2,30,0.969,0.063,-0.129
2,30,1.012,0.043,-0.109
2,30,0.945,0.098,-0.133
2,30,1.004,0.043,-0.105
2,30,0.984,-0.035,-0.145
2,30,1.012,0.07,-0.117
2,30,1.02,-0.066,-0.09
2,30,0.996,-0.039,-0.121
2,30,0.973,-0.027,-0.109
2,30,1.023,0.086,-0.105
2,30,0.965,-0.02,-0.125
2,30,0.988,-0.031,-0.113
2,30,1,0.043,-0.094
2,30,0.977,-0.02,-0.148
2,30,1.023,-0.035,-0.109
2,30,1.027,0.082,-0.113
2,30,0.988,-0.027,-0.125
2,30,0.977,-0.02,-0.125
2,30,1.02,0.09,-0.105
2,30,0.941,-0.008,-0.125
2,30,0.988,-0.027,-0.117
2,30,1.004,0.047,-0.102
2,30,0.953,0,-0.141
2,30,0.988,0.02,-0.113
2,30,0.957,0.055,-0.133
2,30,0.996,0.012,-0.125
2,30,0.965,-0.09,-0.113
2,30,0.957,0,-0.109
2,30,1.02,0.02,-0.082
2,30,0.949,0.086,-0.129
2,30,1,-0.016,-0.109
2,30,0.996,-0.074,-0.125
2,30,1.016,0.051,-0.109
2,30,1.012,-0.012,-0.121
2,30,0.996,-0.074,-0.125
2,30,0.957,0.082,-0.113
2,30,1.035,-0.02,-0.117
2,30,0.98,-0.066,-0.121
2,30,0.984,0.094,-0.121
2,30,1.008,-0.008,-0.09
2,30,0.984,-0.07,-0.137
2,30,0.988,0.008,-0.133
2,30,1.023,-0.023,-0.082
2,30,1.027,-0.027,-0.109
2,30,0.965,-0.023,-0.121
2,30,1.008,0.055,-0.125
2,30,0.984,-0.059,-0.121
2,30,0.984,-0.023,-0.121
2,30,1.004,0.043,-0.121
2,30,1,-0.063,-0.137
2,30,0.98,-0.008,-0.117
2,30,1.031,0.066,-0.125
2,30,0.973,-0.023,-0.129
2,30,0.973,-0.031,-0.121
2,30,0.984,0.027,-0.133
2,30,0.957,-0.059,-0.145
2,30,0.992,-0.02,-0.125
2,30,1.027,0.051,-0.121
2,30,0.953,-0.059,-0.137
2,30,0.977,-0.02,-0.117
2,30,1.023,0.074,-0.121
2,30,0.965,0.059,-0.125
2,30,1.035,0.086,-0.113
2,30,0.977,-0.004,-0.145
2,30,1,0.09,-0.121
2,30,1.039,-0.008,-0.109
2,30,0.984,0,-0.145
2,30,0.992,-0.02,-0.133
2,30,1.012,-0.074,-0.109
2,30,0.977,-0.004,-0.141
2,30,0.992,-0.016,-0.105
2,30,1.023,0.09,-0.105
2,30,0.965,0.008,-0.133
2,30,1.035,-0.023,-0.133
2,30,0.992,-0.059,-0.094
2,30,0.973,0.016,-0.141
2,30,0.996,-0.004,-0.121
2,30,1.016,-0.102,-0.105
2,30,0.965,0.047,-0.121
2,30,1.023,0.066,-0.125
2,30,0.977,0.051,-0.133
