,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
11415,11416,2014,6,19,15,135.0,135.0,6.0,36.0,1000.0,146.0,26.4,998.9,21.6,0.0,12.0,1.5,Aotizhongxin
11416,11417,2014,6,19,16,137.0,137.0,6.0,36.0,900.0,139.0,25.9,998.6,21.1,0.0,9.0,0.7,Aotizhongxin
11417,11418,2014,6,19,17,138.0,138.0,7.0,27.0,700.0,,25.4,998.5,20.2,0.0,9.0,1.7,Aotizhongxin
11418,11419,2014,6,19,18,91.0,91.0,4.0,47.0,900.0,109.0,24.8,998.9,20.1,0.0,13.0,1.0,Aotizhongxin
11419,11420,2014,6,19,19,77.0,77.0,5.0,47.0,800.0,103.0,24.2,999.2,20.1,0.0,12.0,0.7,Aotizhongxin
11420,11421,2014,6,19,20,88.0,88.0,3.0,52.0,800.0,86.0,24.1,999.7,19.8,0.0,16.0,1.9,Aotizhongxin
11421,11422,2014,6,19,21,81.0,81.0,3.0,47.0,800.0,82.0,23.8,1000.1,20.3,0.0,14.0,0.9,Aotizhongxin
11422,11423,2014,6,19,22,92.0,92.0,4.0,50.0,900.0,66.0,22.6,1000.0,20.9,0.0,11.0,0.0,Aotizhongxin
11423,11424,2014,6,19,23,91.0,91.0,4.0,57.0,900.0,51.0,19.1,1000.9,19.1,23.6,14.0,2.7,Aotizhongxin
11424,11425,2014,6,20,0,84.0,84.0,3.0,59.0,900.0,36.0,19.3,1001.0,19.3,23.3,4.0,0.7,Aotizhongxin
11425,11426,2014,6,20,1,63.0,63.0,2.0,36.0,600.0,41.0,19.1,1001.6,19.1,0.7,9.0,0.0,Aotizhongxin
11426,11427,2014,6,20,2,26.0,26.0,3.0,13.0,500.0,51.0,19.3,1001.4,19.3,1.1,13.0,0.4,Aotizhongxin
11427,11428,2014,6,20,3,35.0,35.0,2.0,33.0,500.0,35.0,19.1,1001.2,19.1,1.8,5.0,1.0,Aotizhongxin
11428,11429,2014,6,20,4,37.0,37.0,4.0,29.0,400.0,35.0,19.1,1001.4,19.1,0.6,2.0,0.9,Aotizhongxin
11429,11430,2014,6,20,5,44.0,44.0,3.0,32.0,600.0,36.0,19.2,1001.8,19.2,0.0,5.0,0.9,Aotizhongxin
11430,11431,2014,6,20,6,39.0,39.0,2.0,34.0,1400.0,50.0,19.3,1002.2,19.3,0.1,5.0,1.3,Aotizhongxin
11431,11432,2014,6,20,7,61.0,61.0,2.0,37.0,800.0,36.0,19.5,1002.6,19.5,0.0,2.0,1.0,Aotizhongxin
11432,11433,2014,6,20,8,77.0,77.0,2.0,40.0,1600.0,36.0,19.9,1002.7,19.9,0.8,2.0,1.3,Aotizhongxin
11433,11434,2014,6,20,9,32.0,32.0,2.0,33.0,900.0,58.0,21.9,1002.3,20.4,0.0,5.0,1.3,Aotizhongxin
11434,11435,2014,6,20,10,25.0,25.0,2.0,26.0,1100.0,82.0,23.6,1001.9,19.5,0.0,4.0,1.3,Aotizhongxin
11435,11436,2014,6,20,11,31.0,31.0,2.0,18.0,800.0,102.0,24.9,1001.5,19.0,0.0,4.0,1.7,Aotizhongxin
11436,11437,2014,6,20,12,22.0,22.0,2.0,17.0,600.0,122.0,26.1,1001.0,18.2,0.0,1.0,1.4,Aotizhongxin
11437,11438,2014,6,20,13,23.0,23.0,2.0,14.0,600.0,130.0,27.8,1000.2,18.8,0.0,13.0,1.2,Aotizhongxin
11438,11439,2014,6,20,14,15.0,15.0,3.0,13.0,500.0,138.0,28.4,999.8,17.9,0.0,11.0,1.2,Aotizhongxin
11439,11440,2014,6,20,15,20.0,20.0,2.0,18.0,500.0,138.0,27.6,999.5,15.9,0.0,6.0,1.4,Aotizhongxin
11440,11441,2014,6,20,16,17.0,17.0,2.0,18.0,300.0,142.0,28.4,999.5,16.7,0.0,1.0,0.4,Aotizhongxin
11441,11442,2014,6,20,17,23.0,23.0,2.0,19.0,300.0,146.0,27.7,999.7,17.8,0.0,11.0,0.6,Aotizhongxin
11442,11443,2014,6,20,18,22.0,22.0,2.0,20.0,300.0,138.0,26.3,1000.6,18.4,0.0,12.0,2.0,Aotizhongxin
11443,11444,2014,6,20,19,34.0,34.0,2.0,35.0,400.0,106.0,24.6,1000.9,18.3,0.0,9.0,1.7,Aotizhongxin
11444,11445,2014,6,20,20,51.0,51.0,2.0,55.0,600.0,83.0,24.1,1002.4,18.5,0.0,12.0,1.7,Aotizhongxin
11445,11446,2014,6,20,21,79.0,79.0,3.0,55.0,1200.0,75.0,23.2,1002.5,17.6,0.0,12.0,1.3,Aotizhongxin
11446,11447,2014,6,20,22,97.0,97.0,4.0,49.0,1400.0,67.0,22.8,1003.0,18.8,0.0,11.0,0.6,Aotizhongxin
11447,11448,2014,6,20,23,97.0,97.0,3.0,58.0,1100.0,49.0,22.0,1003.2,19.2,0.0,9.0,1.4,Aotizhongxin
11448,11449,2014,6,21,0,82.0,82.0,4.0,35.0,700.0,71.0,22.0,1003.3,18.8,0.0,16.0,1.5,Aotizhongxin
11449,11450,2014,6,21,1,74.0,74.0,3.0,33.0,600.0,65.0,21.6,1002.9,18.8,0.0,11.0,0.0,Aotizhongxin
11450,11451,2014,6,21,2,77.0,77.0,3.0,40.0,600.0,54.0,21.1,1002.6,19.0,0.0,3.0,0.1,Aotizhongxin
11451,11452,2014,6,21,3,96.0,96.0,3.0,49.0,600.0,38.0,20.3,1002.6,19.3,0.0,1.0,0.0,Aotizhongxin
11452,11453,2014,6,21,4,75.0,75.0,2.0,51.0,600.0,30.0,20.6,1003.0,19.4,0.0,13.0,0.6,Aotizhongxin
11453,11454,2014,6,21,5,79.0,79.0,3.0,74.0,600.0,12.0,21.2,1003.3,18.8,0.0,16.0,1.3,Aotizhongxin
11454,11455,2014,6,21,6,75.0,75.0,3.0,57.0,600.0,25.0,21.3,1003.6,18.9,0.0,16.0,0.9,Aotizhongxin
11455,11456,2014,6,21,7,90.0,90.0,3.0,73.0,700.0,9.0,22.0,1004.0,18.8,0.0,16.0,1.6,Aotizhongxin
11456,11457,2014,6,21,8,85.0,85.0,3.0,57.0,700.0,30.0,22.2,1003.9,19.2,0.0,13.0,0.5,Aotizhongxin
11457,11458,2014,6,21,9,82.0,82.0,3.0,64.0,800.0,31.0,22.2,1004.0,19.0,0.0,13.0,1.3,Aotizhongxin
11458,11459,2014,6,21,10,89.0,89.0,4.0,47.0,1100.0,48.0,23.0,1003.8,19.0,0.0,14.0,0.8,Aotizhongxin
11459,11460,2014,6,21,11,96.0,96.0,9.0,42.0,1300.0,65.0,23.9,1003.1,18.8,0.0,16.0,1.8,Aotizhongxin
11460,11461,2014,6,21,12,88.0,88.0,13.0,35.0,1300.0,92.0,25.5,1002.4,19.2,0.0,15.0,1.9,Aotizhongxin
11461,11462,2014,6,21,13,86.0,86.0,12.0,34.0,1300.0,115.0,26.5,1001.7,19.1,0.0,16.0,2.6,Aotizhongxin
11462,11463,2014,6,21,14,87.0,87.0,11.0,31.0,1100.0,149.0,26.6,1001.2,19.0,0.0,9.0,0.9,Aotizhongxin
11463,11464,2014,6,21,15,64.0,64.0,7.0,24.0,800.0,160.0,26.0,1001.2,18.7,0.0,14.0,1.2,Aotizhongxin
11464,11465,2014,6,21,16,66.0,66.0,4.0,26.0,600.0,161.0,25.5,1001.2,19.4,0.0,14.0,1.6,Aotizhongxin
11465,11466,2014,6,21,17,69.0,69.0,3.0,29.0,700.0,160.0,25.3,1001.4,19.0,0.0,14.0,0.4,Aotizhongxin
11466,11467,2014,6,21,18,69.0,69.0,3.0,32.0,900.0,149.0,19.6,1003.5,17.6,6.5,8.0,1.6,Aotizhongxin
11467,11468,2014,6,21,19,60.0,60.0,3.0,31.0,700.0,136.0,18.2,1002.6,18.2,6.1,1.0,0.8,Aotizhongxin
11468,11469,2014,6,21,20,19.0,19.0,2.0,22.0,300.0,103.0,18.1,1003.5,18.1,2.3,15.0,0.2,Aotizhongxin
11469,11470,2014,6,21,21,15.0,15.0,2.0,44.0,500.0,63.0,17.9,1003.5,17.9,0.1,15.0,0.1,Aotizhongxin
11470,11471,2014,6,21,22,18.0,18.0,2.0,39.0,300.0,72.0,17.6,1003.4,17.6,0.0,3.0,0.5,Aotizhongxin
11471,11472,2014,6,21,23,13.0,13.0,2.0,38.0,300.0,66.0,17.2,1003.0,17.2,0.0,2.0,0.5,Aotizhongxin
11472,11473,2014,6,22,0,20.0,20.0,2.0,46.0,300.0,54.0,17.3,1003.0,17.3,0.0,2.0,0.5,Aotizhongxin
11473,11474,2014,6,22,1,21.0,21.0,2.0,50.0,300.0,35.0,17.3,1003.5,17.3,0.0,3.0,0.0,Aotizhongxin
11474,11475,2014,6,22,2,23.0,23.0,2.0,34.0,300.0,20.0,16.9,1003.5,16.9,0.0,16.0,0.0,Aotizhongxin
11475,11476,2014,6,22,3,30.0,30.0,2.0,67.0,300.0,2.0,17.4,1003.4,17.4,0.0,15.0,0.1,Aotizhongxin
11476,11477,2014,6,22,4,28.0,28.0,3.0,76.0,200.0,2.0,17.2,1003.9,17.2,0.0,4.0,0.0,Aotizhongxin
11477,11478,2014,6,22,5,22.0,22.0,2.0,79.0,200.0,2.0,17.6,1004.0,17.6,0.0,2.0,1.2,Aotizhongxin
11478,11479,2014,6,22,6,21.0,21.0,2.0,71.0,200.0,12.0,18.3,1004.0,18.3,0.0,2.0,1.4,Aotizhongxin
11479,11480,2014,6,22,7,18.0,18.0,2.0,55.0,200.0,28.0,19.8,1004.3,18.6,0.0,6.0,0.6,Aotizhongxin
11480,11481,2014,6,22,8,25.0,25.0,2.0,51.0,300.0,32.0,22.4,1004.2,18.8,0.0,5.0,0.9,Aotizhongxin
11481,11482,2014,6,22,9,32.0,32.0,2.0,49.0,400.0,38.0,24.2,1004.1,18.2,0.0,7.0,0.8,Aotizhongxin
11482,11483,2014,6,22,10,42.0,42.0,2.0,43.0,500.0,55.0,25.5,1003.9,18.2,0.0,1.0,0.6,Aotizhongxin
11483,11484,2014,6,22,11,43.0,43.0,3.0,30.0,500.0,90.0,26.7,1002.9,18.6,0.0,10.0,0.9,Aotizhongxin
11484,11485,2014,6,22,12,44.0,44.0,2.0,25.0,600.0,116.0,27.4,1002.5,18.1,0.0,16.0,1.2,Aotizhongxin
11485,11486,2014,6,22,13,51.0,51.0,3.0,23.0,500.0,145.0,27.0,1002.0,18.3,0.0,14.0,1.1,Aotizhongxin
11486,11487,2014,6,22,14,58.0,58.0,3.0,23.0,500.0,163.0,26.0,1001.6,19.4,0.0,14.0,2.3,Aotizhongxin
11487,11488,2014,6,22,15,40.0,40.0,2.0,21.0,500.0,162.0,28.0,1000.7,19.5,0.0,15.0,1.4,Aotizhongxin
11488,11489,2014,6,22,16,41.0,41.0,2.0,23.0,500.0,161.0,28.6,1000.7,18.1,0.0,5.0,3.0,Aotizhongxin
11489,11490,2014,6,22,17,41.0,41.0,3.0,23.0,500.0,165.0,26.6,1001.8,17.7,0.0,2.0,3.8,Aotizhongxin
11490,11491,2014,6,22,18,37.0,37.0,2.0,24.0,700.0,148.0,24.8,1002.1,16.8,0.0,2.0,1.4,Aotizhongxin
11491,11492,2014,6,22,19,22.0,22.0,2.0,25.0,300.0,100.0,23.1,1003.1,17.1,0.0,1.0,1.2,Aotizhongxin
11492,11493,2014,6,22,20,24.0,24.0,2.0,31.0,400.0,107.0,21.3,1003.9,18.1,0.0,2.0,0.2,Aotizhongxin
11493,11494,2014,6,22,21,30.0,30.0,2.0,30.0,400.0,100.0,19.7,1004.3,17.5,0.0,4.0,0.0,Aotizhongxin
11494,11495,2014,6,22,22,33.0,33.0,2.0,45.0,500.0,71.0,19.1,1003.8,17.9,0.0,6.0,0.5,Aotizhongxin
11495,11496,2014,6,22,23,32.0,32.0,2.0,76.0,600.0,34.0,19.4,1003.7,17.7,0.0,6.0,0.7,Aotizhongxin
11496,11497,2014,6,23,0,40.0,40.0,2.0,59.0,500.0,40.0,18.6,1003.3,17.6,0.0,7.0,0.0,Aotizhongxin
11497,11498,2014,6,23,1,38.0,38.0,2.0,62.0,400.0,26.0,18.4,1003.2,17.6,0.0,12.0,0.0,Aotizhongxin
11498,11499,2014,6,23,2,34.0,34.0,2.0,79.0,400.0,2.0,17.8,1003.4,17.5,0.0,1.0,0.5,Aotizhongxin
11499,11500,2014,6,23,3,30.0,30.0,2.0,87.0,400.0,2.0,17.6,1003.6,17.3,0.0,6.0,0.1,Aotizhongxin
11500,11501,2014,6,23,4,26.0,26.0,2.0,58.0,300.0,15.0,17.3,1003.6,17.1,0.0,6.0,0.0,Aotizhongxin
11501,11502,2014,6,23,5,23.0,23.0,2.0,64.0,800.0,2.0,17.9,1004.1,17.9,0.0,5.0,0.5,Aotizhongxin
11502,11503,2014,6,23,6,27.0,27.0,2.0,60.0,300.0,3.0,19.9,1004.3,17.7,0.0,2.0,0.8,Aotizhongxin
11503,11504,2014,6,23,7,21.0,21.0,2.0,43.0,400.0,24.0,22.5,1004.2,17.6,0.0,5.0,1.8,Aotizhongxin
11504,11505,2014,6,23,8,22.0,22.0,3.0,40.0,300.0,36.0,25.2,1003.9,17.4,0.0,2.0,1.5,Aotizhongxin
11505,11506,2014,6,23,9,20.0,20.0,2.0,34.0,300.0,46.0,27.1,1003.7,16.4,0.0,6.0,1.1,Aotizhongxin
11506,11507,2014,6,23,10,15.0,15.0,2.0,30.0,300.0,65.0,28.6,1003.2,16.2,0.0,5.0,1.6,Aotizhongxin
11507,11508,2014,6,23,11,17.0,17.0,2.0,22.0,600.0,92.0,29.4,1002.7,15.5,0.0,15.0,1.5,Aotizhongxin
11508,11509,2014,6,23,12,15.0,15.0,2.0,22.0,300.0,111.0,29.8,1001.9,13.5,0.0,8.0,1.2,Aotizhongxin
11509,11510,2014,6,23,13,21.0,21.0,3.0,19.0,200.0,132.0,30.6,1001.1,15.1,0.0,14.0,1.7,Aotizhongxin
11510,11511,2014,6,23,14,21.0,21.0,2.0,20.0,200.0,147.0,31.4,1000.4,13.6,0.0,15.0,1.6,Aotizhongxin
11511,11512,2014,6,23,15,25.0,25.0,2.0,20.0,300.0,163.0,32.0,999.8,15.1,0.0,16.0,0.9,Aotizhongxin
11512,11513,2014,6,23,16,27.0,27.0,2.0,20.0,300.0,179.0,32.3,999.2,18.5,0.0,13.0,0.0,Aotizhongxin
11513,11514,2014,6,23,17,27.0,27.0,2.0,24.0,300.0,201.0,30.5,999.0,17.2,0.0,13.0,1.7,Aotizhongxin
11514,11515,2014,6,23,18,30.0,30.0,2.0,30.0,300.0,205.0,29.2,999.0,17.1,0.0,13.0,1.2,Aotizhongxin
11515,11516,2014,6,23,19,32.0,32.0,2.0,41.0,300.0,187.0,26.9,999.5,16.5,0.0,13.0,1.2,Aotizhongxin
11516,11517,2014,6,23,20,32.0,32.0,3.0,45.0,300.0,151.0,24.4,1000.2,18.3,0.0,15.0,0.9,Aotizhongxin
11517,11518,2014,6,23,21,31.0,31.0,2.0,60.0,300.0,109.0,22.5,1000.5,18.9,0.0,16.0,0.8,Aotizhongxin
11518,11519,2014,6,23,22,36.0,36.0,2.0,72.0,500.0,75.0,22.0,1000.3,18.8,0.0,12.0,0.2,Aotizhongxin
11519,11520,2014,6,23,23,39.0,39.0,2.0,79.0,500.0,58.0,22.1,1000.1,17.9,0.0,8.0,0.0,Aotizhongxin
11520,11521,2014,6,24,0,43.0,43.0,2.0,83.0,500.0,50.0,21.1,1000.2,19.2,0.0,10.0,0.0,Aotizhongxin
11521,11522,2014,6,24,1,47.0,47.0,2.0,74.0,600.0,60.0,20.3,999.8,18.8,0.0,9.0,0.0,Aotizhongxin
11522,11523,2014,6,24,2,54.0,54.0,4.0,86.0,600.0,31.0,19.8,1000.0,17.9,0.0,9.0,0.0,Aotizhongxin
11523,11524,2014,6,24,3,57.0,57.0,2.0,90.0,600.0,2.0,19.3,999.8,17.6,0.0,15.0,0.0,Aotizhongxin
11524,11525,2014,6,24,4,53.0,53.0,6.0,110.0,500.0,2.0,19.1,999.8,17.6,0.0,4.0,0.0,Aotizhongxin
11525,11526,2014,6,24,5,55.0,55.0,5.0,110.0,600.0,2.0,20.2,1000.1,17.6,0.0,2.0,1.6,Aotizhongxin
11526,11527,2014,6,24,6,73.0,73.0,2.0,101.0,500.0,2.0,21.8,1000.0,17.6,0.0,2.0,1.4,Aotizhongxin
11527,11528,2014,6,24,7,55.0,55.0,4.0,83.0,400.0,8.0,23.5,1000.1,18.2,0.0,1.0,0.9,Aotizhongxin
11528,11529,2014,6,24,8,46.0,46.0,3.0,62.0,400.0,33.0,26.2,1000.2,18.8,0.0,1.0,0.7,Aotizhongxin
11529,11530,2014,6,24,9,61.0,61.0,4.0,80.0,600.0,43.0,27.7,999.5,18.7,0.0,13.0,0.5,Aotizhongxin
11530,11531,2014,6,24,10,72.0,72.0,7.0,86.0,600.0,79.0,29.6,999.0,19.0,0.0,13.0,1.7,Aotizhongxin
11531,11532,2014,6,24,11,3.0,3.0,10.0,72.0,600.0,131.0,29.9,998.7,17.7,0.0,16.0,3.0,Aotizhongxin
11532,11533,2014,6,24,12,3.0,3.0,9.0,41.0,500.0,185.0,29.7,998.2,17.8,0.0,14.0,3.1,Aotizhongxin
11533,11534,2014,6,24,13,3.0,3.0,6.0,18.0,300.0,,30.3,997.7,19.0,0.0,13.0,2.0,Aotizhongxin
11534,11535,2014,6,24,14,3.0,3.0,7.0,22.0,400.0,202.0,30.9,997.0,17.6,0.0,16.0,2.1,Aotizhongxin
11535,11536,2014,6,24,15,3.0,3.0,6.0,22.0,500.0,210.0,31.0,996.5,16.6,0.0,16.0,3.8,Aotizhongxin
11536,11537,2014,6,24,16,3.0,3.0,7.0,29.0,500.0,229.0,30.8,996.0,17.8,0.0,13.0,2.1,Aotizhongxin
11537,11538,2014,6,24,17,463.0,463.0,8.0,31.0,600.0,226.0,30.5,995.8,16.1,0.0,13.0,2.0,Aotizhongxin
11538,11539,2014,6,24,18,,,9.0,35.0,600.0,211.0,29.7,996.1,16.8,0.0,13.0,1.3,Aotizhongxin
11539,11540,2014,6,24,19,25.0,25.0,7.0,37.0,600.0,199.0,28.6,996.9,17.8,0.0,13.0,1.0,Aotizhongxin
11540,11541,2014,6,24,20,57.0,57.0,9.0,39.0,600.0,185.0,27.5,997.3,18.8,0.0,13.0,1.2,Aotizhongxin
11541,11542,2014,6,24,21,67.0,67.0,9.0,58.0,800.0,144.0,26.4,997.6,19.0,0.0,13.0,0.8,Aotizhongxin
11542,11543,2014,6,24,22,74.0,74.0,7.0,87.0,900.0,92.0,26.6,997.5,18.2,0.0,12.0,0.9,Aotizhongxin
11543,11544,2014,6,24,23,74.0,74.0,11.0,73.0,1000.0,105.0,27.0,997.0,18.3,0.0,12.0,1.5,Aotizhongxin
11544,11545,2014,6,25,0,70.0,70.0,19.0,57.0,1500.0,106.0,26.1,996.9,18.2,0.0,11.0,0.4,Aotizhongxin
11545,11546,2014,6,25,1,59.0,59.0,19.0,44.0,1500.0,108.0,24.2,996.8,19.3,0.0,12.0,0.0,Aotizhongxin
11546,11547,2014,6,25,2,75.0,75.0,16.0,53.0,1400.0,85.0,23.0,996.5,20.1,0.0,1.0,0.1,Aotizhongxin
11547,11548,2014,6,25,3,78.0,78.0,14.0,53.0,1300.0,70.0,23.1,996.5,19.5,0.0,5.0,1.4,Aotizhongxin
11548,11549,2014,6,25,4,73.0,73.0,13.0,53.0,1300.0,57.0,22.9,996.6,19.5,0.0,5.0,1.0,Aotizhongxin
11549,11550,2014,6,25,5,75.0,75.0,11.0,115.0,1200.0,2.0,23.5,996.8,19.2,0.0,5.0,1.3,Aotizhongxin
11550,11551,2014,6,25,6,91.0,91.0,9.0,97.0,1100.0,5.0,24.1,997.4,19.8,0.0,5.0,1.3,Aotizhongxin
11551,11552,2014,6,25,7,92.0,92.0,7.0,83.0,1100.0,13.0,25.2,997.8,20.2,0.0,2.0,1.4,Aotizhongxin
11552,11553,2014,6,25,8,94.0,94.0,14.0,85.0,1100.0,14.0,25.9,997.7,20.0,0.0,5.0,0.8,Aotizhongxin
11553,11554,2014,6,25,9,109.0,109.0,12.0,89.0,1200.0,20.0,26.2,998.1,20.5,0.0,14.0,1.4,Aotizhongxin
11554,11555,2014,6,25,10,111.0,111.0,18.0,88.0,1300.0,32.0,26.6,998.1,21.6,0.0,16.0,0.6,Aotizhongxin
11555,11556,2014,6,25,11,114.0,114.0,20.0,95.0,1200.0,38.0,26.2,998.1,21.2,0.0,12.0,1.2,Aotizhongxin
11556,11557,2014,6,25,12,114.0,114.0,18.0,94.0,1200.0,63.0,25.7,998.0,21.6,0.0,13.0,2.6,Aotizhongxin
11557,11558,2014,6,25,13,104.0,104.0,12.0,39.0,800.0,140.0,25.2,998.0,21.7,0.0,16.0,2.5,Aotizhongxin
11558,11559,2014,6,25,14,105.0,105.0,9.0,29.0,700.0,158.0,25.0,997.5,21.7,0.0,13.0,2.7,Aotizhongxin
11559,11560,2014,6,25,15,114.0,114.0,6.0,43.0,800.0,142.0,24.6,996.7,21.5,0.0,13.0,2.1,Aotizhongxin
11560,11561,2014,6,25,16,116.0,116.0,7.0,44.0,800.0,132.0,23.7,997.3,21.6,0.0,13.0,2.2,Aotizhongxin
11561,11562,2014,6,25,17,112.0,112.0,7.0,40.0,700.0,119.0,23.5,996.9,21.4,0.0,16.0,2.6,Aotizhongxin
11562,11563,2014,6,25,18,127.0,127.0,5.0,44.0,800.0,98.0,23.6,997.9,21.5,0.0,15.0,1.3,Aotizhongxin
11563,11564,2014,6,25,19,112.0,112.0,4.0,44.0,800.0,100.0,23.5,997.4,21.6,0.0,13.0,0.8,Aotizhongxin
11564,11565,2014,6,25,20,119.0,119.0,4.0,47.0,900.0,91.0,23.3,998.2,21.7,0.0,14.0,1.1,Aotizhongxin
11565,11566,2014,6,25,21,125.0,125.0,2.0,50.0,900.0,82.0,22.7,998.7,21.7,0.0,14.0,1.4,Aotizhongxin
11566,11567,2014,6,25,22,121.0,121.0,2.0,42.0,800.0,89.0,22.5,998.4,21.7,0.0,14.0,1.1,Aotizhongxin
11567,11568,2014,6,25,23,136.0,136.0,3.0,34.0,800.0,87.0,23.0,998.2,22.0,0.0,16.0,2.3,Aotizhongxin
11568,11569,2014,6,26,0,155.0,155.0,3.0,46.0,900.0,58.0,23.0,998.0,22.2,0.0,14.0,1.0,Aotizhongxin
11569,11570,2014,6,26,1,156.0,156.0,3.0,32.0,900.0,65.0,22.9,997.7,22.2,0.0,14.0,1.8,Aotizhongxin
11570,11571,2014,6,26,2,180.0,180.0,3.0,27.0,1000.0,57.0,22.9,997.3,22.2,0.0,14.0,1.4,Aotizhongxin
11571,11572,2014,6,26,3,190.0,190.0,3.0,25.0,900.0,45.0,22.9,997.3,22.4,0.0,16.0,0.5,Aotizhongxin
11572,11573,2014,6,26,4,189.0,189.0,6.0,24.0,900.0,43.0,22.8,997.3,22.3,0.0,7.0,0.4,Aotizhongxin
11573,11574,2014,6,26,5,176.0,176.0,4.0,33.0,800.0,43.0,22.4,997.6,21.7,0.0,5.0,0.7,Aotizhongxin
11574,11575,2014,6,26,6,177.0,177.0,3.0,23.0,800.0,60.0,23.3,997.9,22.1,0.0,1.0,1.1,Aotizhongxin
11575,11576,2014,6,26,7,167.0,167.0,4.0,45.0,900.0,31.0,24.6,997.9,22.3,0.0,7.0,1.1,Aotizhongxin
11576,11577,2014,6,26,8,166.0,166.0,4.0,54.0,900.0,37.0,26.6,997.8,21.6,0.0,10.0,1.2,Aotizhongxin
11577,11578,2014,6,26,9,153.0,153.0,4.0,41.0,900.0,75.0,27.9,997.7,22.6,0.0,11.0,1.3,Aotizhongxin
11578,11579,2014,6,26,10,141.0,141.0,5.0,40.0,800.0,102.0,29.7,997.3,20.6,0.0,6.0,1.3,Aotizhongxin
11579,11580,2014,6,26,11,,,14.0,14.0,700.0,137.0,30.8,996.9,21.3,0.0,15.0,1.9,Aotizhongxin
11580,11581,2014,6,26,12,50.0,50.0,11.0,21.0,600.0,159.0,31.4,996.3,21.0,0.0,8.0,2.1,Aotizhongxin
11581,11582,2014,6,26,13,82.0,82.0,14.0,24.0,700.0,191.0,32.2,995.5,20.8,0.0,16.0,1.9,Aotizhongxin
11582,11583,2014,6,26,14,65.0,65.0,16.0,26.0,600.0,207.0,32.7,995.0,22.2,0.0,14.0,1.9,Aotizhongxin
11583,11584,2014,6,26,15,72.0,72.0,14.0,31.0,700.0,244.0,32.0,994.9,23.3,0.0,16.0,2.3,Aotizhongxin
11584,11585,2014,6,26,16,94.0,94.0,10.0,40.0,800.0,266.0,32.0,994.7,23.3,0.0,15.0,1.9,Aotizhongxin
11585,11586,2014,6,26,17,118.0,118.0,8.0,43.0,800.0,242.0,31.2,995.0,22.0,0.0,14.0,2.1,Aotizhongxin
11586,11587,2014,6,26,18,106.0,106.0,9.0,39.0,700.0,209.0,30.5,996.1,21.6,0.0,13.0,1.8,Aotizhongxin
11587,11588,2014,6,26,19,92.0,92.0,5.0,69.0,800.0,161.0,29.9,996.9,22.9,0.0,16.0,1.7,Aotizhongxin
11588,11589,2014,6,26,20,91.0,91.0,6.0,66.0,700.0,118.0,27.4,998.0,23.4,0.0,15.0,0.4,Aotizhongxin
11589,11590,2014,6,26,21,69.0,69.0,6.0,44.0,500.0,117.0,26.3,998.9,22.8,0.0,2.0,2.0,Aotizhongxin
11590,11591,2014,6,26,22,77.0,77.0,5.0,60.0,800.0,82.0,26.5,999.2,21.9,0.0,2.0,1.1,Aotizhongxin
11591,11592,2014,6,26,23,88.0,88.0,5.0,106.0,1600.0,38.0,25.7,999.8,22.2,0.0,7.0,0.4,Aotizhongxin
11592,11593,2014,6,27,0,74.0,74.0,3.0,76.0,1000.0,57.0,23.6,1000.1,21.9,0.0,12.0,0.0,Aotizhongxin
11593,11594,2014,6,27,1,59.0,59.0,2.0,70.0,500.0,38.0,22.6,999.8,21.6,0.0,5.0,0.6,Aotizhongxin
11594,11595,2014,6,27,2,55.0,55.0,4.0,86.0,400.0,10.0,22.5,1000.0,18.3,0.0,7.0,0.0,Aotizhongxin
11595,11596,2014,6,27,3,43.0,43.0,6.0,84.0,300.0,14.0,21.7,1000.3,16.9,0.0,5.0,1.3,Aotizhongxin
11596,11597,2014,6,27,4,20.0,20.0,4.0,57.0,100.0,27.0,23.4,1001.1,15.7,0.0,5.0,1.4,Aotizhongxin
11597,11598,2014,6,27,5,10.0,10.0,4.0,28.0,100.0,52.0,24.2,1001.5,15.4,0.0,5.0,1.6,Aotizhongxin
11598,11599,2014,6,27,6,8.0,8.0,4.0,22.0,100.0,52.0,25.3,1002.1,15.9,0.0,5.0,1.4,Aotizhongxin
11599,11600,2014,6,27,7,8.0,8.0,5.0,19.0,100.0,53.0,27.4,1002.4,15.4,0.0,5.0,1.8,Aotizhongxin
11600,11601,2014,6,27,8,14.0,14.0,4.0,23.0,100.0,51.0,29.9,1002.3,13.2,0.0,5.0,3.6,Aotizhongxin
11601,11602,2014,6,27,9,13.0,13.0,3.0,18.0,100.0,63.0,31.1,1002.4,11.5,0.0,5.0,3.1,Aotizhongxin
11602,11603,2014,6,27,10,10.0,10.0,4.0,13.0,200.0,77.0,31.9,1001.9,12.2,0.0,5.0,2.3,Aotizhongxin
11603,11604,2014,6,27,11,11.0,11.0,4.0,12.0,100.0,83.0,32.5,1001.4,11.1,0.0,2.0,2.3,Aotizhongxin
11604,11605,2014,6,27,12,10.0,10.0,5.0,13.0,200.0,86.0,33.3,1000.7,10.6,0.0,3.0,1.6,Aotizhongxin
11605,11606,2014,6,27,13,8.0,8.0,5.0,10.0,100.0,95.0,34.2,1000.1,10.7,0.0,7.0,1.6,Aotizhongxin
