,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
10924,10925,2014,5,30,4,66.0,223.0,12.0,134.0,1000.0,2.0,22.7,999.4,12.9,0.0,2.0,0.1,Wanliu
10925,10926,2014,5,30,5,53.0,157.0,14.0,122.0,800.0,2.0,22.1,1000.2,14.2,0.0,4.0,0.0,Wanliu
10926,10927,2014,5,30,6,51.0,176.0,14.0,110.0,1000.0,6.0,23.8,1000.9,18.4,0.0,4.0,0.0,Wanliu
10927,10928,2014,5,30,7,60.0,202.0,22.0,119.0,1500.0,12.0,26.8,1001.0,12.1,0.0,4.0,0.9,Wanliu
10928,10929,2014,5,30,8,80.0,127.0,71.0,88.0,2900.0,92.0,30.3,1001.2,11.3,0.0,1.0,1.2,Wanliu
10929,10930,2014,5,30,9,81.0,138.0,87.0,87.0,3000.0,113.0,31.6,1001.3,12.4,0.0,2.0,1.5,Wanliu
10930,10931,2014,5,30,10,90.0,213.0,90.0,80.0,2800.0,151.0,32.8,1001.1,12.9,0.0,1.0,2.0,Wanliu
10931,10932,2014,5,30,11,84.0,218.0,76.0,68.0,2300.0,188.0,33.4,1000.8,14.0,0.0,1.0,1.9,Wanliu
10932,10933,2014,5,30,12,105.0,262.0,82.0,58.0,2500.0,247.0,33.9,1000.3,15.4,0.0,10.0,1.3,Wanliu
10933,10934,2014,5,30,13,120.0,302.0,69.0,50.0,2100.0,301.0,34.2,999.5,15.6,0.0,10.0,1.8,Wanliu
10934,10935,2014,5,30,14,113.0,242.0,51.0,36.0,1300.0,317.0,34.8,998.8,16.2,0.0,12.0,1.3,Wanliu
10935,10936,2014,5,30,15,114.0,227.0,54.0,33.0,1300.0,339.0,34.3,998.7,17.1,0.0,9.0,1.6,Wanliu
10936,10937,2014,5,30,16,111.0,265.0,49.0,35.0,1300.0,342.0,33.3,998.8,15.3,0.0,11.0,1.8,Wanliu
10937,10938,2014,5,30,17,109.0,255.0,41.0,40.0,1200.0,323.0,32.1,999.0,15.1,0.0,3.0,2.0,Wanliu
10938,10939,2014,5,30,18,104.0,224.0,39.0,44.0,1000.0,299.0,30.7,999.7,15.2,0.0,11.0,1.8,Wanliu
10939,10940,2014,5,30,19,96.0,211.0,39.0,51.0,1100.0,251.0,29.4,1000.4,15.9,0.0,11.0,0.7,Wanliu
10940,10941,2014,5,30,20,95.0,222.0,40.0,49.0,1000.0,226.0,27.5,1001.5,16.1,0.0,9.0,0.9,Wanliu
10941,10942,2014,5,30,21,89.0,201.0,35.0,41.0,1000.0,208.0,27.4,1002.2,14.8,0.0,11.0,0.9,Wanliu
10942,10943,2014,5,30,22,85.0,181.0,37.0,42.0,1100.0,185.0,25.9,1002.2,16.4,0.0,11.0,0.1,Wanliu
10943,10944,2014,5,30,23,85.0,184.0,40.0,59.0,1000.0,148.0,25.2,1002.3,16.3,0.0,10.0,0.0,Wanliu
10944,10945,2014,5,31,0,86.0,182.0,33.0,87.0,1100.0,92.0,23.2,1002.2,17.2,0.0,4.0,0.0,Wanliu
10945,10946,2014,5,31,1,79.0,174.0,29.0,121.0,1100.0,51.0,22.2,1002.1,16.2,0.0,4.0,0.2,Wanliu
10946,10947,2014,5,31,2,75.0,163.0,,86.0,1100.0,59.0,22.7,1002.0,15.0,0.0,6.0,0.5,Wanliu
10947,10948,2014,5,31,3,78.0,165.0,17.0,153.0,1200.0,2.0,22.5,1002.0,15.1,0.0,5.0,1.4,Wanliu
10948,10949,2014,5,31,4,78.0,161.0,19.0,137.0,1300.0,,21.5,1002.1,15.3,0.0,5.0,0.0,Wanliu
10949,10950,2014,5,31,5,79.0,180.0,19.0,,1300.0,15.0,21.8,1002.3,16.7,0.0,4.0,0.0,Wanliu
10950,10951,2014,5,31,6,82.0,127.0,23.0,90.0,1700.0,40.0,23.1,1002.6,16.9,0.0,2.0,1.2,Wanliu
10951,10952,2014,5,31,7,89.0,283.0,42.0,108.0,2200.0,19.0,25.4,1003.1,15.4,0.0,6.0,0.4,Wanliu
10952,10953,2014,5,31,8,98.0,221.0,47.0,122.0,2200.0,9.0,26.3,1003.0,15.0,0.0,5.0,0.9,Wanliu
10953,10954,2014,5,31,9,89.0,209.0,56.0,106.0,2300.0,33.0,28.6,1002.3,14.1,0.0,2.0,1.4,Wanliu
10954,10955,2014,5,31,10,93.0,128.0,67.0,104.0,2500.0,53.0,30.2,1002.0,14.7,0.0,5.0,1.5,Wanliu
10955,10956,2014,5,31,11,103.0,225.0,81.0,101.0,2800.0,82.0,31.5,1001.5,15.0,0.0,5.0,1.5,Wanliu
10956,10957,2014,5,31,12,117.0,282.0,95.0,97.0,3100.0,124.0,32.3,1000.9,15.3,0.0,13.0,1.4,Wanliu
10957,10958,2014,5,31,13,133.0,266.0,99.0,94.0,3100.0,169.0,32.6,1000.4,19.1,0.0,13.0,0.0,Wanliu
10958,10959,2014,5,31,14,136.0,327.0,87.0,91.0,3000.0,185.0,33.3,999.5,15.3,0.0,16.0,1.7,Wanliu
10959,10960,2014,5,31,15,147.0,266.0,86.0,79.0,2900.0,251.0,33.5,999.1,16.4,0.0,13.0,2.1,Wanliu
10960,10961,2014,5,31,16,140.0,293.0,67.0,62.0,2400.0,292.0,32.7,999.1,17.7,0.0,13.0,1.3,Wanliu
10961,10962,2014,5,31,17,136.0,278.0,49.0,63.0,2100.0,278.0,32.0,998.8,15.9,0.0,16.0,1.5,Wanliu
10962,10963,2014,5,31,18,119.0,212.0,38.0,66.0,1700.0,229.0,29.3,998.8,18.4,0.0,16.0,0.0,Wanliu
10963,10964,2014,5,31,19,109.0,300.0,28.0,82.0,1800.0,190.0,28.7,999.0,20.2,0.0,14.0,1.1,Wanliu
10964,10965,2014,5,31,20,129.0,309.0,25.0,99.0,2300.0,165.0,27.5,999.2,20.8,0.0,14.0,0.9,Wanliu
10965,10966,2014,5,31,21,145.0,353.0,20.0,118.0,2600.0,103.0,20.3,1005.7,19.1,11.5,13.0,4.5,Wanliu
10966,10967,2014,5,31,22,119.0,367.0,18.0,86.0,1500.0,92.0,20.6,1003.8,19.9,3.3,15.0,2.6,Wanliu
10967,10968,2014,5,31,23,63.0,111.0,5.0,21.0,600.0,112.0,20.4,1003.2,19.7,0.2,2.0,1.0,Wanliu
10968,10969,2014,6,1,0,71.0,71.0,4.0,17.0,600.0,96.0,20.5,1003.2,19.7,0.0,1.0,1.1,Wanliu
10969,10970,2014,6,1,1,63.0,63.0,3.0,17.0,500.0,98.0,20.8,1003.3,18.9,0.0,4.0,1.2,Wanliu
10970,10971,2014,6,1,2,47.0,47.0,3.0,19.0,500.0,98.0,21.4,1002.6,18.2,0.1,2.0,1.3,Wanliu
10971,10972,2014,6,1,3,45.0,45.0,3.0,16.0,400.0,103.0,21.1,1003.0,18.7,0.0,2.0,1.6,Wanliu
10972,10973,2014,6,1,4,45.0,45.0,2.0,17.0,400.0,96.0,21.3,1002.6,17.5,0.0,5.0,1.5,Wanliu
10973,10974,2014,6,1,5,45.0,45.0,2.0,19.0,400.0,96.0,21.4,1002.8,18.0,0.0,8.0,0.7,Wanliu
10974,10975,2014,6,1,6,43.0,43.0,3.0,34.0,400.0,81.0,21.3,1002.2,18.5,0.0,2.0,2.2,Wanliu
10975,10976,2014,6,1,7,44.0,44.0,3.0,43.0,500.0,72.0,22.1,1001.6,16.8,0.0,5.0,2.3,Wanliu
10976,10977,2014,6,1,8,41.0,41.0,3.0,52.0,500.0,65.0,23.4,1001.9,17.6,0.0,5.0,2.0,Wanliu
10977,10978,2014,6,1,9,38.0,38.0,2.0,42.0,400.0,82.0,24.6,1001.7,15.8,0.0,6.0,3.6,Wanliu
10978,10979,2014,6,1,10,36.0,36.0,3.0,41.0,500.0,87.0,26.6,1002.0,15.6,0.0,6.0,1.9,Wanliu
10979,10980,2014,6,1,11,30.0,30.0,5.0,22.0,400.0,114.0,27.8,1001.7,14.4,0.0,5.0,2.8,Wanliu
10980,10981,2014,6,1,12,28.0,28.0,7.0,16.0,300.0,131.0,29.3,1001.5,14.3,0.0,2.0,1.7,Wanliu
10981,10982,2014,6,1,13,25.0,25.0,7.0,17.0,300.0,137.0,29.5,1001.0,15.6,0.0,5.0,1.9,Wanliu
10982,10983,2014,6,1,14,26.0,26.0,7.0,17.0,300.0,143.0,29.5,1000.2,14.5,0.0,6.0,1.9,Wanliu
10983,10984,2014,6,1,15,28.0,28.0,6.0,20.0,300.0,141.0,28.9,1000.2,14.3,0.0,6.0,1.9,Wanliu
10984,10985,2014,6,1,16,31.0,31.0,6.0,18.0,300.0,144.0,23.0,1001.6,19.8,2.4,10.0,4.7,Wanliu
10985,10986,2014,6,1,17,42.0,42.0,6.0,20.0,600.0,153.0,18.7,1003.2,17.2,11.6,14.0,3.0,Wanliu
10986,10987,2014,6,1,18,71.0,71.0,3.0,26.0,700.0,119.0,18.5,1003.9,18.3,2.9,16.0,0.0,Wanliu
10987,10988,2014,6,1,19,32.0,32.0,2.0,27.0,500.0,99.0,19.0,1004.9,18.8,0.1,5.0,0.5,Wanliu
10988,10989,2014,6,1,20,36.0,36.0,2.0,42.0,600.0,68.0,18.7,1005.7,18.4,0.2,2.0,0.9,Wanliu
10989,10990,2014,6,1,21,42.0,42.0,2.0,37.0,600.0,80.0,18.5,1006.5,18.0,0.0,2.0,1.7,Wanliu
10990,10991,2014,6,1,22,46.0,46.0,2.0,30.0,500.0,87.0,18.6,1006.8,18.3,0.0,2.0,1.8,Wanliu
10991,10992,2014,6,1,23,39.0,39.0,2.0,29.0,500.0,84.0,18.6,1006.6,17.9,0.0,2.0,0.8,Wanliu
10992,10993,2014,6,2,0,40.0,40.0,2.0,26.0,400.0,82.0,18.3,1006.2,17.8,0.0,2.0,0.0,Wanliu
10993,10994,2014,6,2,1,43.0,43.0,2.0,32.0,400.0,72.0,17.9,1006.2,17.7,0.0,5.0,0.4,Wanliu
10994,10995,2014,6,2,2,46.0,46.0,2.0,27.0,500.0,70.0,17.9,1006.6,17.9,0.0,5.0,0.0,Wanliu
10995,10996,2014,6,2,3,52.0,52.0,2.0,33.0,500.0,45.0,17.7,1006.5,17.1,0.0,9.0,0.4,Wanliu
10996,10997,2014,6,2,4,44.0,44.0,2.0,33.0,400.0,56.0,17.9,1006.7,15.7,0.0,9.0,0.0,Wanliu
10997,10998,2014,6,2,5,15.0,15.0,2.0,19.0,300.0,96.0,18.9,1007.1,17.0,0.0,2.0,0.9,Wanliu
10998,10999,2014,6,2,6,15.0,15.0,2.0,26.0,300.0,84.0,19.2,1007.1,17.0,0.0,2.0,0.9,Wanliu
10999,11000,2014,6,2,7,34.0,34.0,2.0,60.0,500.0,18.0,20.0,1007.5,16.4,0.0,2.0,0.1,Wanliu
11000,11001,2014,6,2,8,33.0,33.0,2.0,66.0,500.0,29.0,20.4,1007.4,15.8,0.0,1.0,1.0,Wanliu
11001,11002,2014,6,2,9,20.0,20.0,2.0,52.0,400.0,51.0,22.0,1007.1,16.0,0.0,5.0,1.2,Wanliu
11002,11003,2014,6,2,10,27.0,27.0,3.0,47.0,400.0,60.0,23.3,1006.8,14.8,0.0,5.0,1.8,Wanliu
11003,11004,2014,6,2,11,26.0,26.0,6.0,30.0,300.0,97.0,22.9,1006.6,13.9,0.0,10.0,1.0,Wanliu
11004,11005,2014,6,2,12,24.0,24.0,8.0,21.0,400.0,117.0,23.4,1006.3,13.8,0.0,1.0,0.1,Wanliu
11005,11006,2014,6,2,13,25.0,25.0,5.0,17.0,400.0,122.0,24.5,1005.5,13.7,0.0,3.0,1.4,Wanliu
11006,11007,2014,6,2,14,27.0,27.0,6.0,18.0,400.0,128.0,25.5,1004.5,13.4,0.0,1.0,1.2,Wanliu
11007,11008,2014,6,2,15,25.0,25.0,6.0,17.0,400.0,139.0,25.5,1003.8,13.7,0.0,1.0,0.6,Wanliu
11008,11009,2014,6,2,16,25.0,25.0,6.0,16.0,400.0,150.0,26.3,1003.4,13.1,0.0,3.0,1.4,Wanliu
11009,11010,2014,6,2,17,32.0,32.0,5.0,17.0,400.0,154.0,26.0,1003.5,13.5,0.0,1.0,0.1,Wanliu
11010,11011,2014,6,2,18,29.0,29.0,5.0,19.0,400.0,154.0,23.9,1003.9,16.2,0.0,4.0,0.0,Wanliu
11011,11012,2014,6,2,19,27.0,27.0,3.0,22.0,400.0,148.0,21.0,1004.2,16.8,0.0,4.0,0.0,Wanliu
11012,11013,2014,6,2,20,29.0,29.0,3.0,31.0,400.0,131.0,19.3,1004.7,17.1,0.0,4.0,0.0,Wanliu
11013,11014,2014,6,2,21,39.0,39.0,2.0,48.0,500.0,90.0,18.2,1004.5,16.0,0.0,4.0,0.0,Wanliu
11014,11015,2014,6,2,22,39.0,39.0,2.0,87.0,600.0,38.0,17.5,1004.1,15.1,0.0,4.0,0.0,Wanliu
11015,11016,2014,6,2,23,41.0,41.0,2.0,77.0,600.0,54.0,17.3,1003.9,15.6,0.0,4.0,0.0,Wanliu
11016,11017,2014,6,3,0,40.0,40.0,3.0,66.0,500.0,64.0,17.3,1003.4,15.8,0.0,4.0,0.0,Wanliu
11017,11018,2014,6,3,1,32.0,32.0,2.0,69.0,500.0,47.0,16.6,1002.7,15.0,0.0,4.0,0.0,Wanliu
11018,11019,2014,6,3,2,44.0,44.0,,108.0,700.0,2.0,16.2,1002.4,15.6,0.0,4.0,0.0,Wanliu
11019,11020,2014,6,3,3,40.0,40.0,2.0,82.0,600.0,10.0,16.2,1002.3,15.4,0.0,4.0,0.1,Wanliu
11020,11021,2014,6,3,4,37.0,37.0,2.0,76.0,600.0,,16.3,1002.4,14.8,0.0,4.0,0.0,Wanliu
11021,11022,2014,6,3,5,40.0,40.0,3.0,,600.0,2.0,17.1,1002.9,15.1,0.0,4.0,0.0,Wanliu
11022,11023,2014,6,3,6,35.0,35.0,2.0,74.0,500.0,24.0,19.3,1003.3,14.8,0.0,5.0,1.6,Wanliu
11023,11024,2014,6,3,7,36.0,36.0,2.0,69.0,600.0,19.0,22.7,1003.5,13.5,0.0,2.0,2.4,Wanliu
11024,11025,2014,6,3,8,29.0,29.0,5.0,56.0,500.0,44.0,25.5,1003.2,13.0,0.0,5.0,2.1,Wanliu
11025,11026,2014,6,3,9,25.0,25.0,13.0,41.0,400.0,68.0,27.6,1002.7,13.5,0.0,5.0,2.0,Wanliu
11026,11027,2014,6,3,10,31.0,31.0,18.0,34.0,400.0,86.0,29.5,1002.2,13.7,0.0,5.0,1.6,Wanliu
11027,11028,2014,6,3,11,33.0,33.0,31.0,33.0,500.0,101.0,30.0,1001.8,12.0,0.0,2.0,0.9,Wanliu
11028,11029,2014,6,3,12,30.0,30.0,27.0,21.0,500.0,132.0,30.8,1000.9,13.1,0.0,3.0,1.6,Wanliu
11029,11030,2014,6,3,13,25.0,25.0,,10.0,500.0,156.0,31.4,1000.7,13.6,0.0,9.0,2.1,Wanliu
11030,11031,2014,6,3,14,26.0,26.0,5.0,16.0,,185.0,32.0,1000.0,13.2,0.0,16.0,0.8,Wanliu
11031,11032,2014,6,3,15,29.0,29.0,6.0,15.0,300.0,,31.6,999.9,13.8,0.0,16.0,2.2,Wanliu
11032,11033,2014,6,3,16,34.0,34.0,8.0,,500.0,210.0,31.3,999.7,13.1,0.0,13.0,2.3,Wanliu
11033,11034,2014,6,3,17,45.0,45.0,14.0,26.0,800.0,213.0,30.1,999.8,14.2,0.0,9.0,0.5,Wanliu
11034,11035,2014,6,3,18,49.0,49.0,15.0,29.0,1000.0,212.0,28.8,1000.2,14.2,0.0,12.0,1.4,Wanliu
11035,11036,2014,6,3,19,53.0,53.0,15.0,39.0,1100.0,195.0,27.6,1000.9,13.9,0.0,13.0,1.7,Wanliu
11036,11037,2014,6,3,20,49.0,49.0,14.0,55.0,1000.0,155.0,25.9,1001.4,14.7,0.0,16.0,0.6,Wanliu
11037,11038,2014,6,3,21,40.0,40.0,10.0,78.0,800.0,83.0,23.3,1001.9,16.3,0.0,16.0,0.0,Wanliu
11038,11039,2014,6,3,22,44.0,44.0,7.0,107.0,900.0,33.0,22.9,1002.2,14.7,0.0,9.0,0.8,Wanliu
11039,11040,2014,6,3,23,54.0,54.0,6.0,120.0,1000.0,21.0,24.5,1002.2,14.0,0.0,9.0,2.4,Wanliu
11040,11041,2014,6,4,0,53.0,53.0,9.0,80.0,900.0,58.0,22.3,1002.1,15.9,0.0,16.0,1.5,Wanliu
11041,11042,2014,6,4,1,49.0,49.0,14.0,57.0,900.0,61.0,20.8,1002.3,15.8,0.0,14.0,0.0,Wanliu
11042,11043,2014,6,4,2,46.0,46.0,13.0,69.0,1100.0,41.0,20.0,1002.0,16.4,0.0,4.0,0.0,Wanliu
11043,11044,2014,6,4,3,52.0,52.0,10.0,64.0,1100.0,37.0,20.4,1001.7,16.6,0.0,5.0,0.6,Wanliu
11044,11045,2014,6,4,4,55.0,55.0,8.0,83.0,1200.0,12.0,20.4,1001.8,16.4,0.0,5.0,0.0,Wanliu
11045,11046,2014,6,4,5,56.0,121.0,8.0,106.0,900.0,3.0,20.9,1001.8,17.1,0.0,2.0,0.8,Wanliu
11046,11047,2014,6,4,6,71.0,183.0,7.0,96.0,900.0,6.0,21.9,1002.1,17.9,0.0,2.0,0.0,Wanliu
11047,11048,2014,6,4,7,73.0,138.0,9.0,79.0,900.0,20.0,23.7,1001.8,17.0,0.0,5.0,0.7,Wanliu
11048,11049,2014,6,4,8,84.0,210.0,13.0,86.0,1000.0,16.0,26.1,1001.7,17.2,0.0,12.0,0.5,Wanliu
11049,11050,2014,6,4,9,87.0,120.0,25.0,84.0,1100.0,42.0,27.6,1001.3,15.9,0.0,13.0,1.0,Wanliu
11050,11051,2014,6,4,10,66.0,69.0,22.0,70.0,1000.0,76.0,27.8,1000.8,15.1,0.0,16.0,2.0,Wanliu
11051,11052,2014,6,4,11,42.0,47.0,14.0,44.0,600.0,113.0,28.0,1000.1,16.3,0.0,9.0,1.7,Wanliu
11052,11053,2014,6,4,12,45.0,76.0,13.0,43.0,700.0,127.0,29.7,999.6,15.4,0.0,9.0,1.4,Wanliu
11053,11054,2014,6,4,13,44.0,79.0,12.0,40.0,600.0,141.0,30.1,998.8,15.4,0.0,16.0,2.6,Wanliu
11054,11055,2014,6,4,14,49.0,65.0,14.0,35.0,700.0,178.0,28.7,998.7,14.9,0.0,16.0,1.8,Wanliu
11055,11056,2014,6,4,15,44.0,69.0,12.0,30.0,800.0,184.0,27.8,998.9,15.8,0.0,16.0,2.1,Wanliu
11056,11057,2014,6,4,16,210.0,210.0,11.0,41.0,700.0,149.0,27.7,998.6,15.0,0.0,16.0,1.9,Wanliu
11057,11058,2014,6,4,17,,5.0,,39.0,900.0,142.0,26.9,998.6,17.1,0.0,14.0,2.7,Wanliu
11058,11059,2014,6,4,18,29.0,29.0,2.0,43.0,,138.0,26.6,998.6,16.5,0.0,16.0,1.6,Wanliu
11059,11060,2014,6,4,19,52.0,103.0,4.0,50.0,700.0,,26.1,998.9,16.9,0.0,13.0,0.9,Wanliu
11060,11061,2014,6,4,20,50.0,96.0,5.0,,600.0,103.0,24.0,999.2,17.7,0.0,16.0,0.0,Wanliu
11061,11062,2014,6,4,21,45.0,97.0,4.0,33.0,600.0,100.0,23.4,999.4,17.2,0.0,4.0,0.0,Wanliu
11062,11063,2014,6,4,22,49.0,104.0,3.0,60.0,700.0,62.0,23.2,999.6,19.4,0.0,4.0,0.0,Wanliu
11063,11064,2014,6,4,23,51.0,109.0,3.0,71.0,700.0,48.0,22.7,999.7,18.9,0.0,4.0,0.2,Wanliu
11064,11065,2014,6,5,0,52.0,147.0,2.0,93.0,800.0,21.0,22.7,999.2,18.2,0.0,4.0,0.0,Wanliu
11065,11066,2014,6,5,1,55.0,140.0,2.0,103.0,800.0,9.0,21.7,999.1,18.9,0.0,4.0,0.0,Wanliu
11066,11067,2014,6,5,2,54.0,122.0,2.0,103.0,800.0,5.0,20.6,999.3,19.1,0.0,4.0,0.0,Wanliu
11067,11068,2014,6,5,3,61.0,157.0,2.0,116.0,800.0,2.0,19.9,999.9,19.2,0.0,4.0,0.0,Wanliu
11068,11069,2014,6,5,4,54.0,131.0,2.0,106.0,800.0,2.0,19.7,1000.1,18.2,0.0,2.0,1.1,Wanliu
11069,11070,2014,6,5,5,52.0,107.0,2.0,86.0,700.0,2.0,20.6,1000.1,18.5,0.0,2.0,0.1,Wanliu
11070,11071,2014,6,5,6,61.0,122.0,2.0,90.0,800.0,2.0,22.2,1000.4,18.8,0.0,4.0,0.2,Wanliu
11071,11072,2014,6,5,7,81.0,203.0,3.0,92.0,1100.0,2.0,24.2,1000.7,19.9,0.0,2.0,1.3,Wanliu
11072,11073,2014,6,5,8,89.0,167.0,9.0,83.0,1300.0,12.0,26.5,1000.3,18.4,0.0,1.0,1.5,Wanliu
11073,11074,2014,6,5,9,91.0,165.0,20.0,74.0,1200.0,34.0,28.7,999.9,17.9,0.0,8.0,0.8,Wanliu
11074,11075,2014,6,5,10,80.0,130.0,30.0,55.0,,68.0,30.1,999.6,18.2,0.0,3.0,1.0,Wanliu
11075,11076,2014,6,5,11,62.0,115.0,28.0,37.0,1000.0,101.0,31.4,998.9,15.8,0.0,2.0,0.8,Wanliu
11076,11077,2014,6,5,12,3.0,92.0,15.0,27.0,600.0,128.0,31.9,998.3,14.1,0.0,12.0,0.7,Wanliu
11077,11078,2014,6,5,13,45.0,90.0,7.0,23.0,,151.0,32.7,997.9,14.8,0.0,16.0,0.2,Wanliu
11078,11079,2014,6,5,14,45.0,140.0,7.0,21.0,600.0,166.0,33.7,997.0,17.4,0.0,2.0,0.7,Wanliu
11079,11080,2014,6,5,15,44.0,105.0,,20.0,500.0,183.0,33.1,996.6,15.6,0.0,14.0,2.4,Wanliu
11080,11081,2014,6,5,16,49.0,140.0,8.0,24.0,700.0,197.0,32.6,996.1,15.6,0.0,15.0,3.0,Wanliu
11081,11082,2014,6,5,17,56.0,133.0,11.0,35.0,700.0,213.0,31.6,996.1,17.1,0.0,16.0,2.3,Wanliu
11082,11083,2014,6,5,18,67.0,180.0,10.0,41.0,1100.0,196.0,30.9,996.2,16.1,0.0,16.0,2.5,Wanliu
11083,11084,2014,6,5,19,58.0,95.0,9.0,40.0,700.0,,29.9,996.5,17.0,0.0,16.0,1.2,Wanliu
11084,11085,2014,6,5,20,56.0,106.0,9.0,42.0,700.0,146.0,29.5,997.2,17.0,0.0,16.0,1.9,Wanliu
11085,11086,2014,6,5,21,59.0,132.0,12.0,59.0,800.0,114.0,28.8,997.3,17.3,0.0,13.0,1.1,Wanliu
11086,11087,2014,6,5,22,71.0,154.0,10.0,62.0,800.0,108.0,28.2,997.1,17.1,0.0,16.0,1.5,Wanliu
11087,11088,2014,6,5,23,77.0,174.0,11.0,62.0,900.0,97.0,27.6,997.3,17.5,0.0,16.0,1.4,Wanliu
11088,11089,2014,6,6,0,81.0,177.0,12.0,58.0,900.0,91.0,24.8,997.8,19.0,0.0,13.0,0.0,Wanliu
11089,11090,2014,6,6,1,88.0,204.0,12.0,53.0,900.0,84.0,23.7,997.7,19.0,0.0,4.0,0.0,Wanliu
11090,11091,2014,6,6,2,91.0,248.0,,65.0,900.0,50.0,22.9,997.6,18.9,0.0,2.0,0.7,Wanliu
11091,11092,2014,6,6,3,80.0,130.0,8.0,79.0,800.0,33.0,23.0,997.9,20.1,0.0,2.0,1.5,Wanliu
11092,11093,2014,6,6,4,79.0,203.0,9.0,96.0,800.0,,22.7,998.7,19.9,0.0,2.0,1.2,Wanliu
11093,11094,2014,6,6,5,95.0,275.0,7.0,99.0,1100.0,2.0,22.9,998.7,19.1,0.0,2.0,1.8,Wanliu
11094,11095,2014,6,6,6,90.0,101.0,8.0,66.0,1000.0,4.0,23.0,998.6,19.2,0.0,2.0,1.6,Wanliu
11095,11096,2014,6,6,7,87.0,124.0,13.0,47.0,900.0,24.0,24.1,998.7,19.8,0.0,1.0,0.4,Wanliu
11096,11097,2014,6,6,8,96.0,143.0,22.0,53.0,1300.0,24.0,25.4,998.3,20.2,0.0,6.0,1.3,Wanliu
11097,11098,2014,6,6,9,101.0,180.0,26.0,63.0,1500.0,25.0,26.1,998.1,20.0,0.0,5.0,2.2,Wanliu
11098,11099,2014,6,6,10,102.0,190.0,28.0,72.0,2000.0,31.0,25.8,998.1,19.9,0.0,5.0,2.4,Wanliu
11099,11100,2014,6,6,11,120.0,182.0,36.0,74.0,2600.0,47.0,19.9,999.9,19.1,8.2,6.0,3.2,Wanliu
11100,11101,2014,6,6,12,112.0,217.0,28.0,72.0,2400.0,42.0,19.5,999.4,19.5,6.6,6.0,2.7,Wanliu
11101,11102,2014,6,6,13,20.0,20.0,9.0,32.0,600.0,33.0,18.7,999.5,18.4,5.4,6.0,2.1,Wanliu
11102,11103,2014,6,6,14,6.0,6.0,5.0,25.0,400.0,42.0,18.6,998.9,18.3,4.6,2.0,2.3,Wanliu
11103,11104,2014,6,6,15,5.0,20.0,5.0,22.0,300.0,48.0,18.4,998.4,18.1,0.3,5.0,2.4,Wanliu
11104,11105,2014,6,6,16,5.0,5.0,5.0,30.0,300.0,40.0,18.6,998.9,17.9,0.0,1.0,1.5,Wanliu
11105,11106,2014,6,6,17,8.0,24.0,4.0,43.0,300.0,28.0,19.0,999.1,18.0,0.0,1.0,1.3,Wanliu
11106,11107,2014,6,6,18,8.0,14.0,4.0,34.0,300.0,36.0,19.8,999.4,18.1,0.1,2.0,0.6,Wanliu
11107,11108,2014,6,6,19,6.0,39.0,4.0,41.0,400.0,26.0,18.3,999.7,17.5,0.0,2.0,1.1,Wanliu
11108,11109,2014,6,6,20,7.0,17.0,5.0,37.0,300.0,28.0,17.5,1000.0,16.7,0.0,5.0,0.6,Wanliu
11109,11110,2014,6,6,21,11.0,25.0,5.0,53.0,400.0,10.0,17.1,999.8,16.6,0.0,2.0,0.7,Wanliu
11110,11111,2014,6,6,22,16.0,20.0,5.0,55.0,400.0,8.0,16.3,999.7,16.1,0.0,2.0,0.0,Wanliu
11111,11112,2014,6,6,23,16.0,42.0,5.0,61.0,600.0,2.0,16.5,999.7,16.5,0.0,4.0,0.2,Wanliu
11112,11113,2014,6,7,0,18.0,24.0,5.0,56.0,500.0,2.0,16.2,999.3,16.2,0.0,1.0,0.5,Wanliu
11113,11114,2014,6,7,1,15.0,34.0,4.0,53.0,500.0,2.0,15.9,999.0,15.9,0.0,4.0,0.1,Wanliu
11114,11115,2014,6,7,2,17.0,17.0,4.0,43.0,400.0,2.0,15.5,999.3,15.5,0.0,2.0,0.4,Wanliu
11115,11116,2014,6,7,3,17.0,17.0,5.0,39.0,400.0,2.0,14.9,999.4,14.9,0.0,4.0,0.0,Wanliu
11116,11117,2014,6,7,4,15.0,15.0,5.0,45.0,400.0,2.0,14.7,999.5,14.7,0.0,4.0,0.0,Wanliu
11117,11118,2014,6,7,5,11.0,14.0,6.0,47.0,400.0,2.0,15.2,999.7,15.2,0.0,4.0,0.1,Wanliu
11118,11119,2014,6,7,6,10.0,23.0,6.0,42.0,400.0,2.0,16.5,1000.2,15.7,0.0,6.0,0.5,Wanliu
11119,11120,2014,6,7,7,14.0,54.0,5.0,45.0,300.0,11.0,20.8,1000.1,11.7,0.0,4.0,3.4,Wanliu
11120,11121,2014,6,7,8,15.0,15.0,5.0,39.0,300.0,25.0,23.5,1000.1,10.9,0.0,5.0,3.6,Wanliu
11121,11122,2014,6,7,9,10.0,14.0,7.0,22.0,200.0,63.0,25.0,999.8,10.1,0.0,6.0,2.8,Wanliu
11122,11123,2014,6,7,10,11.0,65.0,5.0,21.0,200.0,70.0,25.8,999.6,9.6,0.0,4.0,3.7,Wanliu
11123,11124,2014,6,7,11,5.0,69.0,4.0,20.0,100.0,74.0,26.7,999.0,8.6,0.0,6.0,3.3,Wanliu
