,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
1778,1779,2013,5,14,2,139.0,252.0,15.0,97.0,3000.0,2.0,21.9,1001.0,-3.5,0.0,4.0,3.2,Tiantan
1779,1780,2013,5,14,3,130.0,123.0,25.0,78.0,1700.0,19.0,21.9,1001.3,-4.3,0.0,4.0,5.2,Tiantan
1780,1781,2013,5,14,4,68.0,154.0,12.0,46.0,900.0,30.0,21.0,1002.0,-4.3,0.0,4.0,3.0,Tiantan
1781,1782,2013,5,14,5,33.0,155.0,3.0,27.0,400.0,56.0,21.1,1002.4,-2.8,0.0,8.0,1.6,Tiantan
1782,1783,2013,5,14,6,29.0,98.0,9.0,22.0,400.0,62.0,21.9,1003.4,-1.4,0.0,8.0,2.9,Tiantan
1783,1784,2013,5,14,7,29.0,98.0,9.0,22.0,400.0,62.0,22.9,1004.0,-0.6,0.0,7.0,4.5,Tiantan
1784,1785,2013,5,14,8,29.0,98.0,9.0,22.0,400.0,62.0,23.5,1004.3,0.5,0.0,7.0,8.0,Tiantan
1785,1786,2013,5,14,9,34.0,217.0,15.0,23.0,500.0,63.0,25.2,1005.1,0.6,0.0,4.0,3.9,Tiantan
1786,1787,2013,5,14,10,27.0,159.0,11.0,24.0,500.0,63.0,26.3,1005.2,0.8,0.0,5.0,2.3,Tiantan
1787,1788,2013,5,14,11,12.0,90.0,6.0,17.0,500.0,86.0,26.7,1004.9,2.6,0.0,6.0,2.7,Tiantan
1788,1789,2013,5,14,12,14.0,113.0,6.0,11.0,400.0,102.0,27.9,1004.4,2.9,0.0,2.0,2.6,Tiantan
1789,1790,2013,5,14,13,19.0,97.0,5.0,12.0,400.0,112.0,28.8,1003.8,2.1,0.0,2.0,3.2,Tiantan
1790,1791,2013,5,14,14,25.0,46.0,3.0,6.0,300.0,133.0,29.7,1003.3,2.8,0.0,1.0,2.3,Tiantan
1791,1792,2013,5,14,15,16.0,46.0,3.0,13.0,300.0,136.0,30.2,1003.2,1.6,0.0,16.0,2.0,Tiantan
1792,1793,2013,5,14,16,20.0,106.0,3.0,5.0,300.0,149.0,29.7,1003.1,0.3,0.0,10.0,1.2,Tiantan
1793,1794,2013,5,14,17,32.0,103.0,3.0,10.0,400.0,155.0,29.6,1003.2,1.1,0.0,3.0,1.8,Tiantan
1794,1795,2013,5,14,18,32.0,79.0,3.0,14.0,600.0,156.0,27.4,1004.1,3.1,0.0,13.0,0.7,Tiantan
1795,1796,2013,5,14,19,37.0,150.0,3.0,22.0,1500.0,130.0,25.7,1005.1,1.7,0.0,13.0,1.9,Tiantan
1796,1797,2013,5,14,20,45.0,114.0,5.0,31.0,800.0,108.0,25.4,1006.1,2.7,0.0,16.0,1.5,Tiantan
1797,1798,2013,5,14,21,38.0,122.0,6.0,38.0,500.0,95.0,23.4,1006.7,3.8,0.0,15.0,1.0,Tiantan
1798,1799,2013,5,14,22,40.0,87.0,6.0,62.0,600.0,59.0,22.0,1007.5,4.5,0.0,2.0,1.0,Tiantan
1799,1800,2013,5,14,23,42.0,130.0,6.0,69.0,700.0,35.0,20.6,1008.7,5.8,0.0,5.0,1.2,Tiantan
1800,1801,2013,5,15,0,56.0,113.0,9.0,105.0,1100.0,5.0,18.4,1009.2,6.9,0.0,1.0,0.9,Tiantan
1801,1802,2013,5,15,1,50.0,96.0,10.0,113.0,1000.0,7.0,17.9,1009.9,6.7,0.0,2.0,0.8,Tiantan
1802,1803,2013,5,15,2,35.0,51.0,8.0,54.0,500.0,50.0,16.5,1010.6,6.0,0.0,2.0,1.6,Tiantan
1803,1804,2013,5,15,3,21.0,36.0,4.0,20.0,300.0,75.0,17.4,1011.2,7.4,0.0,1.0,1.1,Tiantan
1804,1805,2013,5,15,4,39.0,203.0,33.0,61.0,1100.0,34.0,15.2,1012.0,7.2,0.0,1.0,1.2,Tiantan
1805,1806,2013,5,15,5,82.0,242.0,109.0,85.0,3299.0,14.0,16.3,1012.7,7.8,0.0,1.0,1.3,Tiantan
1806,1807,2013,5,15,6,87.0,227.0,136.0,71.0,3100.0,34.0,20.1,1013.5,4.9,0.0,3.0,2.4,Tiantan
1807,1808,2013,5,15,7,89.0,209.0,142.0,74.0,3600.0,41.0,21.7,1014.4,4.7,0.0,10.0,3.0,Tiantan
1808,1809,2013,5,15,8,68.0,229.0,103.0,54.0,2500.0,61.0,22.5,1014.6,5.0,0.0,9.0,2.1,Tiantan
1809,1810,2013,5,15,9,54.0,154.0,66.0,35.0,1800.0,78.0,23.5,1014.4,5.8,0.0,9.0,1.4,Tiantan
1810,1811,2013,5,15,10,52.0,148.0,62.0,32.0,1800.0,90.0,24.8,1013.7,6.0,0.0,1.0,2.3,Tiantan
1811,1812,2013,5,15,11,55.0,129.0,70.0,25.0,1700.0,123.0,25.9,1012.8,6.0,0.0,1.0,3.5,Tiantan
1812,1813,2013,5,15,12,66.0,172.0,76.0,22.0,1800.0,160.0,26.5,1012.0,4.9,0.0,13.0,1.9,Tiantan
1813,1814,2013,5,15,13,68.0,183.0,67.0,16.0,1700.0,200.0,27.7,1011.4,5.3,0.0,12.0,1.3,Tiantan
1814,1815,2013,5,15,14,58.0,123.0,39.0,4.0,1200.0,218.0,27.5,1010.9,5.1,0.0,12.0,1.8,Tiantan
1815,1816,2013,5,15,15,55.0,136.0,29.0,,800.0,209.0,27.0,1010.6,5.9,0.0,10.0,2.3,Tiantan
1816,1817,2013,5,15,16,42.0,144.0,22.0,3.0,700.0,205.0,27.3,1010.3,5.5,0.0,13.0,2.8,Tiantan
1817,1818,2013,5,15,17,38.0,95.0,18.0,3.0,600.0,196.0,26.1,1010.3,7.6,0.0,10.0,1.6,Tiantan
1818,1819,2013,5,15,18,44.0,172.0,24.0,8.0,700.0,202.0,25.2,1010.9,6.4,0.0,9.0,2.4,Tiantan
1819,1820,2013,5,15,19,46.0,149.0,28.0,14.0,1000.0,196.0,24.0,1011.6,6.3,0.0,9.0,1.7,Tiantan
1820,1821,2013,5,15,20,37.0,128.0,25.0,14.0,1000.0,166.0,22.8,1012.1,6.1,0.0,11.0,2.1,Tiantan
1821,1822,2013,5,15,21,38.0,118.0,17.0,12.0,600.0,123.0,21.3,1013.1,6.8,0.0,12.0,1.7,Tiantan
1822,1823,2013,5,15,22,35.0,114.0,20.0,23.0,900.0,84.0,20.5,1013.9,7.8,0.0,10.0,1.3,Tiantan
1823,1824,2013,5,15,23,41.0,104.0,22.0,30.0,1000.0,64.0,19.5,1014.3,8.5,0.0,10.0,1.5,Tiantan
1824,1825,2013,5,16,0,42.0,127.0,21.0,42.0,1100.0,40.0,18.3,1014.2,8.5,0.0,3.0,2.0,Tiantan
1825,1826,2013,5,16,1,42.0,107.0,30.0,45.0,1600.0,36.0,16.6,1014.3,9.0,0.0,1.0,1.4,Tiantan
1826,1827,2013,5,16,2,43.0,97.0,30.0,66.0,1300.0,16.0,15.5,1014.4,9.2,0.0,2.0,1.2,Tiantan
1827,1828,2013,5,16,3,45.0,114.0,25.0,73.0,1100.0,5.0,15.2,1014.6,8.9,0.0,2.0,1.0,Tiantan
1828,1829,2013,5,16,4,45.0,126.0,17.0,64.0,1200.0,2.0,13.9,1014.5,9.7,0.0,2.0,0.9,Tiantan
1829,1830,2013,5,16,5,44.0,84.0,6.0,47.0,1100.0,2.0,14.5,1014.9,10.3,0.0,2.0,0.0,Tiantan
1830,1831,2013,5,16,6,43.0,79.0,5.0,42.0,1100.0,2.0,19.1,1015.4,10.4,0.0,1.0,0.7,Tiantan
1831,1832,2013,5,16,7,53.0,56.0,34.0,53.0,1300.0,12.0,20.4,1015.4,10.5,0.0,8.0,1.3,Tiantan
1832,1833,2013,5,16,8,57.0,109.0,52.0,56.0,1899.0,32.0,22.0,1015.2,9.8,0.0,5.0,1.3,Tiantan
1833,1834,2013,5,16,9,56.0,80.0,55.0,55.0,1899.0,55.0,23.4,1014.9,7.9,0.0,12.0,2.7,Tiantan
1834,1835,2013,5,16,10,45.0,86.0,55.0,20.0,1100.0,109.0,24.5,1014.2,8.0,0.0,12.0,2.1,Tiantan
1835,1836,2013,5,16,11,42.0,77.0,35.0,12.0,800.0,133.0,25.7,1013.3,8.2,0.0,11.0,2.1,Tiantan
1836,1837,2013,5,16,12,43.0,77.0,35.0,13.0,,159.579,25.4,1012.5,8.0,0.0,10.0,2.0,Tiantan
1837,1838,2013,5,16,13,52.0,88.0,26.0,4.0,700.0,187.0,26.2,1011.7,7.7,0.0,12.0,2.3,Tiantan
1838,1839,2013,5,16,14,51.0,74.0,26.0,,700.0,206.0,25.7,1011.1,8.2,0.0,9.0,2.2,Tiantan
1839,1840,2013,5,16,15,53.0,101.0,25.0,,800.0,206.0,25.6,1010.5,9.0,0.0,11.0,2.8,Tiantan
1840,1841,2013,5,16,16,51.0,108.0,23.0,2.0,800.0,205.0,25.2,1009.9,9.1,0.0,10.0,2.1,Tiantan
1841,1842,2013,5,16,17,56.0,105.0,28.0,4.0,1000.0,202.0,24.9,1009.6,7.5,0.0,3.0,1.6,Tiantan
1842,1843,2013,5,16,18,68.0,126.0,40.0,12.0,1300.0,199.0,24.4,1009.5,7.5,0.0,11.0,2.6,Tiantan
1843,1844,2013,5,16,19,61.0,99.0,38.0,18.0,1200.0,185.0,22.5,1010.6,10.9,0.0,11.0,2.2,Tiantan
1844,1845,2013,5,16,20,64.0,209.0,33.0,30.0,1300.0,156.0,21.9,1010.8,10.7,0.0,11.0,1.3,Tiantan
1845,1846,2013,5,16,21,81.0,157.0,25.0,43.0,1000.0,114.0,21.2,1010.9,10.4,0.0,10.0,2.3,Tiantan
1846,1847,2013,5,16,22,81.0,157.0,25.0,43.0,1000.0,114.0,20.3,1011.0,10.4,0.0,10.0,1.3,Tiantan
1847,1848,2013,5,16,23,82.0,161.0,35.0,38.0,1100.0,101.0,20.0,1010.8,10.1,0.0,10.0,2.0,Tiantan
1848,1849,2013,5,17,0,68.0,114.0,22.0,21.0,1000.0,102.0,19.3,1010.8,10.3,0.0,3.0,1.3,Tiantan
1849,1850,2013,5,17,1,86.0,125.0,27.0,21.0,1300.0,88.0,18.7,1010.4,10.3,0.0,10.0,1.1,Tiantan
1850,1851,2013,5,17,2,83.0,111.0,27.0,26.0,1399.0,73.0,18.2,1009.8,10.3,0.0,10.0,1.8,Tiantan
1851,1852,2013,5,17,3,81.0,108.0,30.0,21.0,,,17.8,1009.4,10.7,0.0,10.0,1.6,Tiantan
1852,1853,2013,5,17,4,96.0,116.0,29.0,21.0,1600.0,42.0,17.5,1009.2,10.8,0.0,3.0,1.2,Tiantan
1853,1854,2013,5,17,5,103.0,137.0,31.0,78.0,1500.0,12.0,17.4,1009.3,10.7,0.0,3.0,1.3,Tiantan
1854,1855,2013,5,17,6,120.0,172.0,33.0,80.0,1200.0,3.0,17.7,1009.3,10.8,0.0,10.0,1.9,Tiantan
1855,1856,2013,5,17,7,110.0,140.0,33.0,72.0,1200.0,11.0,18.3,1009.4,11.1,0.0,10.0,1.8,Tiantan
1856,1857,2013,5,17,8,109.0,136.0,39.0,65.0,1300.0,22.0,19.1,1009.5,11.1,0.0,10.0,1.3,Tiantan
1857,1858,2013,5,17,9,105.0,129.0,46.0,54.0,1500.0,45.0,20.0,1009.1,11.5,0.0,9.0,1.1,Tiantan
1858,1859,2013,5,17,10,112.0,150.0,48.0,54.0,1700.0,54.0,20.3,1008.9,11.5,0.0,1.0,1.6,Tiantan
1859,1860,2013,5,17,11,112.0,149.0,48.0,53.0,1700.0,54.0,21.8,1008.2,12.1,0.0,3.0,1.2,Tiantan
1860,1861,2013,5,17,12,112.0,149.0,48.0,53.0,1700.0,54.0,22.9,1007.7,11.9,0.0,3.0,1.2,Tiantan
1861,1862,2013,5,17,13,128.0,184.0,44.0,61.0,1600.0,80.0,24.6,1006.7,11.5,0.0,12.0,2.6,Tiantan
1862,1863,2013,5,17,14,126.0,155.0,43.0,41.0,1200.0,161.0,24.8,1006.1,12.1,0.0,9.0,2.8,Tiantan
1863,1864,2013,5,17,15,117.0,143.0,35.0,16.0,1000.0,178.0,24.6,1005.5,12.5,0.0,13.0,1.8,Tiantan
1864,1865,2013,5,17,16,117.0,142.0,35.0,15.0,1000.0,178.0,24.5,1005.2,12.4,0.0,11.0,1.8,Tiantan
1865,1866,2013,5,17,17,103.0,152.0,30.0,10.0,900.0,187.0,24.3,1005.3,12.3,0.0,12.0,1.8,Tiantan
1866,1867,2013,5,17,18,100.0,119.0,31.0,13.0,1000.0,188.0,23.9,1005.4,12.2,0.0,12.0,1.4,Tiantan
1867,1868,2013,5,17,19,100.0,119.0,31.0,13.0,1000.0,188.0,23.3,1005.6,12.3,0.0,12.0,1.1,Tiantan
1868,1869,2013,5,17,20,114.0,194.0,34.0,13.0,1000.0,184.0,23.1,1005.8,13.3,0.0,3.0,2.1,Tiantan
1869,1870,2013,5,17,21,130.0,186.0,34.0,25.0,1100.0,160.0,21.9,1006.1,13.8,0.0,10.0,1.4,Tiantan
1870,1871,2013,5,17,22,134.0,198.0,34.0,32.0,1100.0,133.0,21.1,1005.7,14.0,0.0,1.0,1.7,Tiantan
1871,1872,2013,5,17,23,143.0,190.0,27.0,44.0,1200.0,101.0,20.0,1005.7,14.4,0.0,3.0,1.5,Tiantan
1872,1873,2013,5,18,0,133.0,180.0,20.0,58.0,1300.0,64.0,20.3,1005.2,13.5,0.0,3.0,1.5,Tiantan
1873,1874,2013,5,18,1,157.0,268.0,26.0,101.0,1500.0,15.0,19.8,1004.9,13.5,0.0,10.0,1.6,Tiantan
1874,1875,2013,5,18,2,151.0,196.0,23.0,90.0,1600.0,17.0,19.2,1004.7,13.4,0.0,1.0,1.0,Tiantan
1875,1876,2013,5,18,3,152.0,172.0,22.0,53.0,2500.0,32.0,18.2,1004.3,13.5,0.0,1.0,1.2,Tiantan
1876,1877,2013,5,18,4,160.0,202.0,19.0,53.0,3299.0,16.0,17.9,1004.0,13.6,0.0,3.0,1.0,Tiantan
1877,1878,2013,5,18,5,173.0,207.0,17.0,55.0,3299.0,12.0,19.0,1004.2,13.6,0.0,9.0,1.1,Tiantan
1878,1879,2013,5,18,6,181.0,223.0,25.0,60.0,2600.0,15.0,19.8,1004.5,14.4,0.0,13.0,1.5,Tiantan
1879,1880,2013,5,18,7,164.0,207.0,37.0,28.0,1300.0,42.0,20.0,1004.6,15.0,0.0,13.0,3.0,Tiantan
1880,1881,2013,5,18,8,141.0,150.0,43.0,17.0,1000.0,54.0,20.8,1004.3,15.1,0.0,16.0,3.0,Tiantan
1881,1882,2013,5,18,9,143.0,152.0,42.0,10.0,1000.0,68.0,21.8,1003.9,14.7,0.0,13.0,2.1,Tiantan
1882,1883,2013,5,18,10,143.0,152.0,42.0,10.0,1000.0,68.0,22.7,1003.4,14.0,0.0,16.0,3.0,Tiantan
1883,1884,2013,5,18,11,129.0,148.0,42.0,8.0,1000.0,84.0,23.2,1002.5,13.1,0.0,13.0,3.6,Tiantan
1884,1885,2013,5,18,12,131.0,134.0,54.0,5.0,1100.0,112.0,23.5,1001.9,13.4,0.0,13.0,3.3,Tiantan
1885,1886,2013,5,18,13,102.0,96.0,41.0,,900.0,151.0,24.2,1001.2,13.4,0.0,12.0,3.6,Tiantan
1886,1887,2013,5,18,14,82.0,95.0,30.0,,700.0,153.0,24.2,1000.5,13.1,0.0,12.0,2.7,Tiantan
1887,1888,2013,5,18,15,68.0,72.0,23.0,,600.0,159.0,23.8,999.8,13.1,0.0,11.0,4.0,Tiantan
1888,1889,2013,5,18,16,87.0,96.0,23.0,,700.0,173.0,23.6,999.5,12.9,0.0,9.0,3.0,Tiantan
1889,1890,2013,5,18,17,87.0,96.0,23.0,,700.0,173.0,23.5,999.1,12.2,0.0,12.0,3.0,Tiantan
1890,1891,2013,5,18,18,85.0,93.0,21.0,2.0,700.0,172.0,23.5,999.5,12.2,0.0,9.0,1.8,Tiantan
1891,1892,2013,5,18,19,74.0,90.0,19.0,12.0,700.0,160.0,22.6,1000.0,12.2,0.0,11.0,3.3,Tiantan
1892,1893,2013,5,18,20,51.0,70.0,15.0,11.0,700.0,136.0,21.5,1000.4,12.3,0.0,9.0,3.0,Tiantan
1893,1894,2013,5,18,21,50.0,70.0,15.0,11.0,700.0,136.0,20.3,1000.2,11.0,0.0,11.0,1.8,Tiantan
1894,1895,2013,5,18,22,33.0,66.0,14.0,9.0,900.0,119.0,19.3,1001.4,11.8,0.0,13.0,1.2,Tiantan
1895,1896,2013,5,18,23,21.0,21.0,15.0,5.0,1000.0,116.0,18.9,1000.5,12.2,0.0,9.0,1.5,Tiantan
1896,1897,2013,5,19,0,37.0,55.0,18.0,13.0,1200.0,91.0,18.3,999.9,12.3,0.0,3.0,2.2,Tiantan
1897,1898,2013,5,19,1,52.0,65.0,18.0,14.0,1200.0,82.0,18.0,998.5,12.4,0.0,11.0,1.9,Tiantan
1898,1899,2013,5,19,2,51.0,60.0,16.0,18.0,1200.0,71.0,17.5,998.4,12.2,0.0,10.0,1.7,Tiantan
1899,1900,2013,5,19,3,56.0,58.0,18.0,15.0,1200.0,71.0,17.5,997.9,12.6,0.0,10.0,1.4,Tiantan
1900,1901,2013,5,19,4,59.0,62.0,17.0,13.0,1100.0,68.0,17.5,997.1,13.2,0.0,11.0,1.1,Tiantan
1901,1902,2013,5,19,5,45.0,58.0,14.0,14.0,800.0,61.0,17.5,996.6,13.4,0.0,10.0,1.7,Tiantan
1902,1903,2013,5,19,6,48.0,64.0,12.0,18.0,800.0,50.0,17.6,995.7,13.5,0.0,3.0,2.2,Tiantan
1903,1904,2013,5,19,7,52.0,62.0,12.0,18.0,800.0,50.0,18.4,994.9,13.7,0.0,9.0,2.7,Tiantan
1904,1905,2013,5,19,8,77.0,82.0,16.0,18.0,800.0,50.0,19.0,994.0,14.0,0.0,13.0,0.7,Tiantan
1905,1906,2013,5,19,9,79.0,85.0,21.0,17.0,700.0,56.0,19.5,993.5,14.1,0.0,14.0,1.0,Tiantan
1906,1907,2013,5,19,10,79.0,85.0,21.0,17.0,700.0,56.0,19.6,994.6,14.0,0.0,7.0,4.2,Tiantan
1907,1908,2013,5,19,11,115.0,161.0,26.0,42.0,1000.0,35.0,22.1,994.4,13.2,0.0,6.0,3.0,Tiantan
1908,1909,2013,5,19,12,121.0,155.0,16.0,45.0,1100.0,40.0,25.9,994.5,-4.7,0.0,8.0,8.2,Tiantan
1909,1910,2013,5,19,13,115.0,161.0,26.0,42.0,1000.0,35.0,25.9,994.8,-9.4,0.0,8.0,7.3,Tiantan
1910,1911,2013,5,19,14,98.0,465.0,3.0,4.0,200.0,101.0,25.9,994.6,-9.4,0.0,15.0,9.1,Tiantan
1911,1912,2013,5,19,15,98.0,464.0,3.0,3.0,200.0,101.0,25.6,994.4,-8.3,0.0,8.0,6.1,Tiantan
1912,1913,2013,5,19,16,48.0,256.0,3.0,7.0,200.0,94.0,25.7,994.7,-8.2,0.0,15.0,8.3,Tiantan
1913,1914,2013,5,19,17,47.0,256.0,3.0,6.0,200.0,94.0,25.2,995.4,-7.4,0.0,15.0,2.9,Tiantan
1914,1915,2013,5,19,18,44.0,283.0,3.0,11.0,200.0,86.0,23.8,996.8,-7.3,0.0,8.0,3.8,Tiantan
1915,1916,2013,5,19,19,44.0,283.0,3.0,11.0,200.0,86.0,22.5,998.0,-7.3,0.0,7.0,5.8,Tiantan
1916,1917,2013,5,19,20,51.0,241.0,3.0,12.0,200.0,80.0,20.7,999.3,-5.3,0.0,5.0,1.1,Tiantan
1917,1918,2013,5,19,21,42.0,109.0,3.0,19.0,300.0,66.0,19.6,1000.5,-5.4,0.0,2.0,2.4,Tiantan
1918,1919,2013,5,19,22,42.0,108.0,3.0,18.0,300.0,66.0,18.6,1000.4,-6.2,0.0,2.0,1.3,Tiantan
1919,1920,2013,5,19,23,19.0,72.0,3.0,20.0,300.0,62.0,14.6,1000.3,-3.3,0.0,8.0,0.9,Tiantan
1920,1921,2013,5,20,0,28.0,155.0,3.0,32.0,300.0,35.0,12.7,1000.1,-2.4,0.0,13.0,0.5,Tiantan
1921,1922,2013,5,20,1,17.0,47.0,3.0,32.0,300.0,17.0,11.8,999.9,-1.4,0.0,13.0,0.1,Tiantan
1922,1923,2013,5,20,2,32.0,79.0,3.0,56.0,500.0,2.0,11.4,999.7,-0.8,0.0,11.0,1.0,Tiantan
1923,1924,2013,5,20,3,28.0,85.0,3.0,57.0,500.0,2.0,11.4,999.3,-1.4,0.0,15.0,0.7,Tiantan
1924,1925,2013,5,20,4,36.0,88.0,3.0,55.0,600.0,2.0,10.7,999.7,-0.2,0.0,16.0,1.4,Tiantan
1925,1926,2013,5,20,5,24.0,71.0,3.0,45.0,600.0,2.0,16.6,1000.0,-2.5,0.0,14.0,2.0,Tiantan
1926,1927,2013,5,20,6,24.0,46.0,4.0,52.0,500.0,2.0,19.1,1000.2,-3.1,0.0,16.0,3.1,Tiantan
1927,1928,2013,5,20,7,34.0,107.0,10.0,46.0,400.0,10.0,21.1,1000.2,-3.5,0.0,13.0,4.7,Tiantan
1928,1929,2013,5,20,8,46.0,121.0,11.0,31.0,400.0,36.0,22.5,1000.1,-3.0,0.0,13.0,2.4,Tiantan
1929,1930,2013,5,20,9,42.0,144.0,29.0,26.0,500.0,53.0,23.9,999.1,-3.5,0.0,13.0,3.8,Tiantan
1930,1931,2013,5,20,10,44.0,150.0,23.0,15.0,400.0,79.0,25.0,998.2,-2.6,0.0,12.0,3.6,Tiantan
1931,1932,2013,5,20,11,48.0,168.0,14.0,11.0,300.0,97.0,26.4,997.4,-1.5,0.0,13.0,3.0,Tiantan
1932,1933,2013,5,20,12,42.0,121.0,14.0,5.0,300.0,119.0,27.2,996.1,-1.7,0.0,12.0,3.3,Tiantan
1933,1934,2013,5,20,13,41.0,121.0,14.0,5.0,300.0,119.0,28.1,995.3,-1.0,0.0,13.0,4.1,Tiantan
1934,1935,2013,5,20,14,67.0,195.0,21.0,6.0,400.0,139.0,28.2,994.5,-0.9,0.0,12.0,5.1,Tiantan
1935,1936,2013,5,20,15,66.0,141.0,23.0,6.0,400.0,156.0,28.4,994.1,-0.7,0.0,16.0,5.0,Tiantan
1936,1937,2013,5,20,16,57.0,244.0,17.0,4.0,400.0,160.0,26.8,993.4,0.5,0.0,16.0,4.5,Tiantan
1937,1938,2013,5,20,17,51.0,156.0,14.0,6.0,300.0,155.0,27.1,993.2,0.7,0.0,13.0,5.0,Tiantan
1938,1939,2013,5,20,18,51.0,155.0,14.0,5.0,300.0,155.0,25.7,993.6,1.0,0.0,13.0,2.3,Tiantan
1939,1940,2013,5,20,19,55.0,176.0,29.0,10.0,,154.8666,25.0,993.6,1.8,0.0,13.0,2.4,Tiantan
1940,1941,2013,5,20,20,60.0,181.0,43.0,17.0,700.0,140.5152,24.9,993.5,2.9,0.0,13.0,3.6,Tiantan
1941,1942,2013,5,20,21,54.0,178.0,37.0,23.0,700.0,120.0,25.0,993.1,2.4,0.0,16.0,4.0,Tiantan
1942,1943,2013,5,20,22,57.0,194.0,36.0,23.0,600.0,114.0,24.2,992.9,4.0,0.0,12.0,2.6,Tiantan
1943,1944,2013,5,20,23,55.0,210.0,34.0,21.0,,119.7378,22.4,992.7,4.4,0.0,10.0,1.3,Tiantan
1944,1945,2013,5,21,0,55.0,210.0,34.0,21.0,,105.6006,21.0,992.2,4.5,0.0,11.0,1.2,Tiantan
1945,1946,2013,5,21,1,68.0,211.0,39.0,27.0,,90.6066,20.9,992.0,5.7,0.0,10.0,1.9,Tiantan
1946,1947,2013,5,21,2,77.0,213.0,39.0,29.0,,75.8268,18.3,992.2,6.8,0.0,1.0,1.2,Tiantan
1947,1948,2013,5,21,3,80.0,199.0,35.0,30.0,,,16.9,992.2,6.7,0.0,3.0,1.6,Tiantan
1948,1949,2013,5,21,4,112.0,222.0,15.0,30.0,,21.42,16.2,992.3,7.1,0.0,1.0,0.4,Tiantan
1949,1950,2013,5,21,5,72.0,123.0,12.0,77.0,,5.5692,16.7,993.0,7.6,0.0,5.0,1.0,Tiantan
1950,1951,2013,5,21,6,67.0,200.0,15.0,85.0,1000.0,2.0,18.8,993.5,7.9,0.0,5.0,1.5,Tiantan
1951,1952,2013,5,21,7,84.0,241.0,24.0,89.0,,3.8556,20.5,994.0,8.5,0.0,6.0,1.8,Tiantan
1952,1953,2013,5,21,8,93.0,245.0,38.0,102.0,,10.9242,22.1,994.5,9.3,0.0,6.0,2.0,Tiantan
1953,1954,2013,5,21,9,97.0,261.0,46.0,93.0,,23.9904,23.3,994.3,9.7,0.0,1.0,3.4,Tiantan
1954,1955,2013,5,21,10,95.0,250.0,50.0,80.0,,58.4766,25.0,994.4,10.1,0.0,1.0,1.3,Tiantan
1955,1956,2013,5,21,11,98.0,236.0,57.0,47.0,,115.668,26.1,994.2,10.3,0.0,3.0,2.6,Tiantan
1956,1957,2013,5,21,12,96.0,229.0,59.0,46.0,,140.301,26.5,994.3,10.2,0.0,1.0,3.5,Tiantan
1957,1958,2013,5,21,13,98.0,265.0,54.0,45.0,1300.0,160.0,27.6,994.8,12.0,0.0,1.0,3.1,Tiantan
1958,1959,2013,5,21,14,106.0,283.0,54.0,42.0,1600.0,182.07,27.0,994.7,12.6,0.0,3.0,2.3,Tiantan
1959,1960,2013,5,21,15,106.0,283.0,54.0,42.0,1600.0,202.8474,27.7,995.6,13.2,0.0,11.0,1.2,Tiantan
1960,1961,2013,5,21,16,113.0,234.0,48.0,27.0,,213.7716,27.6,995.5,12.8,0.0,2.0,1.6,Tiantan
1961,1962,2013,5,21,17,109.0,254.0,52.0,36.0,,216.1278,27.4,996.4,11.8,0.0,1.0,2.0,Tiantan
1962,1963,2013,5,21,18,105.0,290.0,55.0,43.0,1899.0,208.845,26.0,997.6,12.8,0.0,1.0,0.0,Tiantan
1963,1964,2013,5,21,19,117.0,311.0,57.0,48.0,2000.0,195.7788,24.2,998.0,13.7,0.0,2.0,1.7,Tiantan
1964,1965,2013,5,21,20,131.0,266.0,58.0,74.0,,132.1614,24.4,1000.1,12.7,0.0,3.0,1.6,Tiantan
1965,1966,2013,5,21,21,146.0,322.0,110.0,77.0,3299.0,128.0916,23.1,1001.0,10.2,0.0,1.0,1.7,Tiantan
1966,1967,2013,5,21,22,131.0,204.0,96.0,53.0,2799.0,136.6596,20.4,1002.3,9.6,0.0,9.0,0.9,Tiantan
1967,1968,2013,5,21,23,99.0,110.0,65.0,38.0,,128.0916,21.7,1002.8,5.6,0.0,13.0,0.7,Tiantan
1968,1969,2013,5,22,0,67.0,189.0,38.0,45.0,,84.609,21.0,1003.1,4.1,0.0,16.0,0.7,Tiantan
1969,1970,2013,5,22,1,63.0,109.0,27.0,54.0,1300.0,54.0,19.0,1003.1,5.8,0.0,13.0,0.2,Tiantan
1970,1971,2013,5,22,2,57.0,151.0,19.0,76.0,,14.994,19.1,1003.8,6.9,0.0,4.0,0.1,Tiantan
1971,1972,2013,5,22,3,70.0,88.0,17.0,73.0,,15.2082,17.3,1004.3,7.6,0.0,4.0,0.2,Tiantan
1972,1973,2013,5,22,4,56.0,164.0,11.0,71.0,,4.284,16.2,1005.1,7.7,0.0,14.0,0.7,Tiantan
1973,1974,2013,5,22,5,58.0,134.0,9.0,79.0,,1.071,17.0,1005.7,9.2,0.0,3.0,1.0,Tiantan
1974,1975,2013,5,22,6,71.0,178.0,9.0,76.0,,1.7136,19.7,1006.1,7.7,0.0,2.0,1.6,Tiantan
1975,1976,2013,5,22,7,63.0,211.0,32.0,85.0,,2.7846,22.3,1006.7,7.3,0.0,3.0,1.6,Tiantan
1976,1977,2013,5,22,8,91.0,170.0,134.0,101.0,,10.71,24.6,1007.2,7.7,0.0,11.0,1.1,Tiantan
