,Unnamed: 0,Unnamed: 0.1,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
11357,11357,11357,11358,2014,6,17,5,16.0,10.0,2.0,15.0,200.0,117.0,19.8,995.3,16.2,0.0,8.0,1.6,Dingling
11358,11358,11358,11359,2014,6,17,6,18.0,15.0,2.0,13.0,200.0,106.0,20.5,995.0,16.5,0.0,5.0,1.1,Dingling
11359,11359,11359,11360,2014,6,17,7,25.0,24.0,2.0,11.0,300.0,91.0,21.4,994.3,17.2,0.0,7.0,1.9,Dingling
11360,11360,11360,11361,2014,6,17,8,31.0,15.0,2.0,11.0,300.0,89.0,23.9,993.9,16.2,0.0,7.0,1.3,Dingling
11361,11361,11361,11362,2014,6,17,9,26.0,5.0,2.0,7.0,400.0,121.0,25.4,993.3,15.7,0.0,12.0,1.8,Dingling
11362,11362,11362,11363,2014,6,17,10,28.0,7.0,2.0,6.0,400.0,155.0,26.4,993.2,17.7,0.0,11.0,3.2,Dingling
11363,11363,11363,11364,2014,6,17,11,31.0,28.0,2.0,6.0,400.0,175.0,26.3,993.1,17.6,0.0,10.0,3.5,Dingling
11364,11364,11364,11365,2014,6,17,12,38.0,66.0,2.0,10.0,500.0,178.0,26.1,992.6,18.5,0.0,1.0,2.2,Dingling
11365,11365,11365,11366,2014,6,17,13,64.0,57.0,3.0,14.0,600.0,179.0,26.0,992.7,18.7,0.0,10.0,2.3,Dingling
11366,11366,11366,11367,2014,6,17,14,86.0,73.0,3.0,17.0,700.0,184.0,25.8,992.3,19.0,0.0,10.0,1.1,Dingling
11367,11367,11367,11368,2014,6,17,15,118.0,89.0,3.0,25.0,800.0,181.0,21.2,992.5,16.6,11.0,1.0,1.1,Dingling
11368,11368,11368,11369,2014,6,17,16,120.0,114.0,2.0,33.0,900.0,169.0,20.7,992.9,17.7,1.7,6.0,1.2,Dingling
11369,11369,11369,11370,2014,6,17,17,49.0,5.0,2.0,14.0,500.0,139.0,21.3,992.9,18.5,0.2,5.0,1.6,Dingling
11370,11370,11370,11371,2014,6,17,18,36.0,24.0,2.0,12.0,500.0,122.0,21.9,993.1,18.7,0.0,5.0,1.0,Dingling
11371,11371,11371,11372,2014,6,17,19,41.0,34.0,2.0,11.0,500.0,107.0,21.3,993.7,18.7,0.0,13.0,0.6,Dingling
11372,11372,11372,11373,2014,6,17,20,47.0,36.0,2.0,16.0,600.0,78.0,20.4,994.7,17.6,0.0,10.0,1.4,Dingling
11373,11373,11373,11374,2014,6,17,21,51.0,29.0,2.0,31.0,600.0,51.0,19.7,994.9,18.2,0.0,12.0,0.4,Dingling
11374,11374,11374,11375,2014,6,17,22,43.0,8.0,2.0,22.0,500.0,59.0,19.5,995.3,17.8,0.0,8.0,0.9,Dingling
11375,11375,11375,11376,2014,6,17,23,42.0,29.0,2.0,17.0,500.0,43.0,19.2,995.2,18.0,0.0,15.0,0.8,Dingling
11376,11376,11376,11377,2014,6,18,0,44.0,13.0,2.0,16.0,400.0,34.0,19.2,994.9,17.3,0.0,8.0,0.7,Dingling
11377,11377,11377,11378,2014,6,18,1,46.0,21.0,2.0,22.0,500.0,26.0,19.2,994.7,17.3,0.0,16.0,0.7,Dingling
11378,11378,11378,11379,2014,6,18,2,48.0,27.0,2.0,17.0,500.0,18.0,18.9,994.7,17.2,0.0,4.0,0.9,Dingling
11379,11379,11379,11380,2014,6,18,3,44.0,17.0,2.0,15.0,500.0,16.0,18.4,994.7,17.4,0.0,8.0,1.2,Dingling
11380,11380,11380,11381,2014,6,18,4,48.0,16.0,2.0,14.0,500.0,17.0,18.6,995.4,17.6,0.0,1.0,0.9,Dingling
11381,11381,11381,11382,2014,6,18,5,50.0,30.0,2.0,13.0,500.0,25.0,19.3,995.4,18.0,0.0,12.0,1.3,Dingling
11382,11382,11382,11383,2014,6,18,6,51.0,40.0,2.0,10.0,500.0,42.0,20.3,995.9,16.9,0.0,13.0,0.8,Dingling
11383,11383,11383,11384,2014,6,18,7,60.0,59.0,2.0,41.0,500.0,15.0,22.2,995.7,17.3,0.0,9.0,1.2,Dingling
11384,11384,11384,11385,2014,6,18,8,70.0,26.0,2.0,28.0,500.0,33.0,24.2,995.3,17.7,0.0,7.0,1.0,Dingling
11385,11385,11385,11386,2014,6,18,9,60.0,34.0,2.0,20.0,400.0,53.0,27.5,994.8,14.5,0.0,7.0,3.5,Dingling
11386,11386,11386,11387,2014,6,18,10,28.0,5.0,2.0,10.0,200.0,79.0,28.4,994.2,15.0,0.0,4.0,2.3,Dingling
11387,11387,11387,11388,2014,6,18,11,15.0,7.0,2.0,5.0,100.0,101.0,29.6,993.6,15.0,0.0,7.0,2.0,Dingling
11388,11388,11388,11389,2014,6,18,12,15.0,5.0,2.0,8.0,100.0,110.0,31.1,992.8,12.5,0.0,15.0,1.5,Dingling
11389,11389,11389,11390,2014,6,18,13,16.0,6.0,8.0,9.0,200.0,120.0,31.4,992.2,14.1,0.0,9.0,3.0,Dingling
11390,11390,11390,11391,2014,6,18,14,17.0,10.0,7.0,8.0,100.0,132.0,32.2,991.6,13.9,0.0,12.0,2.4,Dingling
11391,11391,11391,11392,2014,6,18,15,24.0,30.0,8.0,13.0,200.0,149.0,31.6,991.3,16.0,0.0,9.0,3.7,Dingling
11392,11392,11392,11393,2014,6,18,16,20.0,27.0,6.0,11.0,100.0,157.0,31.0,991.1,15.8,0.0,11.0,3.8,Dingling
11393,11393,11393,11394,2014,6,18,17,30.0,54.0,7.0,15.0,300.0,202.0,30.0,991.3,16.4,0.0,11.0,3.7,Dingling
11394,11394,11394,11395,2014,6,18,18,38.0,64.0,6.0,17.0,300.0,223.0,28.2,992.0,16.8,0.0,10.0,2.9,Dingling
11395,11395,11395,11396,2014,6,18,19,54.0,70.0,4.0,23.0,400.0,223.0,26.9,992.5,16.5,0.0,9.0,1.2,Dingling
11396,11396,11396,11397,2014,6,18,20,63.0,61.0,3.0,24.0,500.0,178.0,26.3,993.5,17.6,0.0,3.0,1.6,Dingling
11397,11397,11397,11398,2014,6,18,21,54.0,67.0,2.0,22.0,400.0,118.0,25.1,994.0,18.3,0.0,4.0,1.4,Dingling
11398,11398,11398,11399,2014,6,18,22,54.0,46.0,2.0,20.0,400.0,98.0,24.0,993.9,18.0,0.0,6.0,1.3,Dingling
11399,11399,11399,11400,2014,6,18,23,59.0,51.0,2.0,17.0,400.0,97.0,22.9,993.7,16.9,0.0,4.0,1.3,Dingling
11400,11400,11400,11401,2014,6,19,0,60.0,39.0,2.0,18.0,400.0,86.0,22.0,994.2,16.7,0.0,7.0,0.9,Dingling
11401,11401,11401,11402,2014,6,19,1,63.0,45.0,2.0,20.0,400.0,81.0,21.3,994.2,16.7,0.0,8.0,0.8,Dingling
11402,11402,11402,11403,2014,6,19,2,62.0,43.0,2.0,14.0,400.0,69.0,20.5,994.1,15.7,0.0,4.0,1.9,Dingling
11403,11403,11403,11404,2014,6,19,3,59.0,30.0,2.0,11.0,400.0,72.0,20.4,994.0,15.6,0.0,5.0,0.8,Dingling
11404,11404,11404,11405,2014,6,19,4,40.0,5.0,2.0,8.0,200.0,85.0,20.1,994.6,14.5,0.0,1.0,0.6,Dingling
11405,11405,11405,11406,2014,6,19,5,20.0,20.0,2.0,10.0,100.0,83.0,20.4,995.0,15.4,0.0,4.0,1.6,Dingling
11406,11406,11406,11407,2014,6,19,6,19.0,27.0,2.0,11.0,100.0,61.0,23.5,995.7,13.4,0.0,4.0,0.6,Dingling
11407,11407,11407,11408,2014,6,19,7,18.0,24.0,2.0,13.0,100.0,50.0,25.8,996.2,15.5,0.0,3.0,1.5,Dingling
11408,11408,11408,11409,2014,6,19,8,10.0,38.0,2.0,12.0,100.0,65.0,25.9,996.3,17.3,0.0,10.0,2.5,Dingling
11409,11409,11409,11410,2014,6,19,9,31.0,59.0,3.0,16.0,200.0,84.0,26.5,996.1,18.6,0.0,3.0,2.1,Dingling
11410,11410,11410,11411,2014,6,19,10,52.0,76.0,2.0,14.0,300.0,128.0,27.1,995.8,17.6,0.0,1.0,2.0,Dingling
11411,11411,11411,11412,2014,6,19,11,64.0,55.0,4.0,15.0,400.0,148.0,27.2,995.9,18.5,0.0,10.0,3.0,Dingling
11412,11412,11412,11413,2014,6,19,12,98.0,111.0,6.0,18.0,800.0,176.0,27.2,995.7,18.5,0.0,10.0,2.0,Dingling
11413,11413,11413,11414,2014,6,19,13,140.0,108.0,9.0,23.0,1300.0,203.0,27.0,995.7,18.0,0.0,11.0,3.1,Dingling
11414,11414,11414,11415,2014,6,19,14,171.0,132.0,14.0,32.0,2000.0,208.0,27.4,995.6,18.1,0.0,3.0,1.8,Dingling
11415,11415,11415,11416,2014,6,19,15,162.0,117.0,14.0,25.0,1900.0,222.0,27.0,995.8,18.6,0.0,3.0,2.7,Dingling
11416,11416,11416,11417,2014,6,19,16,148.0,103.0,9.0,20.0,1500.0,217.0,26.5,995.5,18.6,0.0,3.0,2.3,Dingling
11417,11417,11417,11418,2014,6,19,17,139.0,99.0,6.0,22.0,1400.0,209.0,25.7,995.3,18.9,0.0,3.0,2.4,Dingling
11418,11418,11418,11419,2014,6,19,18,118.0,86.0,4.0,25.0,900.0,187.0,25.3,995.8,19.0,0.0,3.0,1.1,Dingling
11419,11419,11419,11420,2014,6,19,19,131.0,91.0,4.0,25.0,800.0,164.0,24.8,996.1,18.3,0.0,1.0,2.4,Dingling
11420,11420,11420,11421,2014,6,19,20,114.0,76.0,4.0,27.0,800.0,138.0,24.4,996.7,17.6,0.0,3.0,2.5,Dingling
11421,11421,11421,11422,2014,6,19,21,80.0,44.0,4.0,26.0,800.0,120.0,23.6,997.3,17.8,0.0,1.0,2.7,Dingling
11422,11422,11422,11423,2014,6,19,22,73.0,79.0,3.0,23.0,700.0,101.0,22.0,997.3,18.8,0.5,1.0,2.0,Dingling
11423,11423,11423,11424,2014,6,19,23,75.0,41.0,2.0,18.0,700.0,86.0,21.5,997.3,18.9,0.5,6.0,1.0,Dingling
11424,11424,11424,11425,2014,6,20,0,73.0,49.0,2.0,14.0,600.0,61.0,20.7,998.0,17.3,0.0,1.0,0.9,Dingling
11425,11425,11425,11426,2014,6,20,1,71.0,29.0,2.0,13.0,600.0,67.0,19.8,998.5,18.3,3.4,16.0,0.7,Dingling
11426,11426,11426,11427,2014,6,20,2,63.0,14.0,2.0,11.0,500.0,79.0,18.9,998.5,17.7,4.0,8.0,0.8,Dingling
11427,11427,11427,11428,2014,6,20,3,44.0,9.0,2.0,7.0,400.0,91.0,19.0,998.0,17.7,0.6,2.0,1.0,Dingling
11428,11428,11428,11429,2014,6,20,4,41.0,20.0,2.0,16.0,400.0,68.0,19.2,998.3,17.9,0.0,2.0,1.0,Dingling
11429,11429,11429,11430,2014,6,20,5,40.0,13.0,2.0,8.0,400.0,69.0,19.4,998.7,17.9,0.5,15.0,0.6,Dingling
11430,11430,11430,11431,2014,6,20,6,36.0,11.0,2.0,5.0,400.0,76.0,19.4,999.0,18.1,0.2,7.0,1.5,Dingling
11431,11431,11431,11432,2014,6,20,7,32.0,20.0,2.0,6.0,400.0,59.0,19.6,999.4,18.4,1.1,14.0,0.8,Dingling
11432,11432,11432,11433,2014,6,20,8,30.0,28.0,2.0,6.0,400.0,52.0,20.6,999.4,18.2,0.1,15.0,1.3,Dingling
11433,11433,11433,11434,2014,6,20,9,33.0,24.0,2.0,19.0,400.0,53.0,22.5,999.3,18.5,0.0,16.0,1.6,Dingling
11434,11434,11434,11435,2014,6,20,10,28.0,5.0,2.0,21.0,400.0,67.0,23.6,998.8,17.1,0.0,7.0,1.3,Dingling
11435,11435,11435,11436,2014,6,20,11,,11.0,2.0,14.0,400.0,87.0,24.5,998.4,16.5,0.0,4.0,0.7,Dingling
11436,11436,11436,11437,2014,6,20,12,,,,9.0,400.0,113.0,26.3,997.8,16.8,0.0,16.0,1.6,Dingling
11437,11437,11437,11438,2014,6,20,13,14.0,10.0,2.0,7.0,400.0,122.0,27.6,997.2,15.6,0.0,9.0,1.9,Dingling
11438,11438,11438,11439,2014,6,20,14,16.0,5.0,2.0,7.0,400.0,141.0,27.9,996.8,14.5,0.0,9.0,2.4,Dingling
11439,11439,11439,11440,2014,6,20,15,14.0,5.0,2.0,7.0,400.0,155.0,28.4,996.7,15.0,0.0,1.0,1.8,Dingling
11440,11440,11440,11441,2014,6,20,16,15.0,5.0,2.0,7.0,300.0,157.0,28.2,996.5,14.4,0.0,1.0,2.0,Dingling
11441,11441,11441,11442,2014,6,20,17,9.0,15.0,2.0,7.0,200.0,154.0,27.4,996.8,13.7,0.0,1.0,2.9,Dingling
11442,11442,11442,11443,2014,6,20,18,15.0,14.0,2.0,11.0,200.0,167.0,26.9,997.6,14.6,0.0,1.0,2.3,Dingling
11443,11443,11443,11444,2014,6,20,19,17.0,19.0,2.0,14.0,200.0,170.0,25.6,997.9,16.7,0.0,3.0,2.3,Dingling
11444,11444,11444,11445,2014,6,20,20,19.0,38.0,2.0,19.0,200.0,143.0,24.2,999.2,17.7,0.0,3.0,2.5,Dingling
11445,11445,11445,11446,2014,6,20,21,27.0,51.0,2.0,19.0,200.0,104.0,23.7,999.6,16.7,0.0,1.0,2.7,Dingling
11446,11446,11446,11447,2014,6,20,22,55.0,64.0,2.0,25.0,700.0,97.0,22.8,999.9,17.3,0.0,1.0,1.7,Dingling
11447,11447,11447,11448,2014,6,20,23,80.0,81.0,5.0,23.0,1100.0,84.0,22.4,1000.1,17.5,0.0,3.0,1.7,Dingling
11448,11448,11448,11449,2014,6,21,0,74.0,58.0,2.0,19.0,1000.0,50.0,22.2,1000.1,17.8,0.0,1.0,2.4,Dingling
11449,11449,11449,11450,2014,6,21,1,78.0,47.0,2.0,17.0,950.0,52.0,21.9,999.9,17.7,0.0,1.0,1.7,Dingling
11450,11450,11450,11451,2014,6,21,2,79.0,57.0,3.0,19.0,900.0,41.0,21.7,999.6,17.5,0.0,1.0,1.6,Dingling
11451,11451,11451,11452,2014,6,21,3,78.0,48.0,2.0,17.0,900.0,39.0,21.6,999.7,17.4,0.0,2.0,1.4,Dingling
11452,11452,11452,11453,2014,6,21,4,82.0,59.0,2.0,16.0,900.0,35.0,21.5,999.8,16.9,0.0,3.0,1.2,Dingling
11453,11453,11453,11454,2014,6,21,5,84.0,55.0,2.0,16.0,900.0,33.0,21.2,1000.2,17.4,0.0,1.0,1.8,Dingling
11454,11454,11454,11455,2014,6,21,6,78.0,52.0,2.0,12.0,800.0,31.0,21.2,1000.4,18.0,0.0,1.0,1.5,Dingling
11455,11455,11455,11456,2014,6,21,7,75.0,51.0,2.0,14.0,800.0,30.0,21.8,1000.8,17.8,0.0,10.0,1.6,Dingling
11456,11456,11456,11457,2014,6,21,8,81.0,43.0,3.0,18.0,800.0,41.0,22.2,1000.8,17.8,0.0,11.0,1.4,Dingling
11457,11457,11457,11458,2014,6,21,9,71.0,31.0,6.0,13.0,800.0,66.0,22.0,1000.9,17.6,0.0,9.0,1.5,Dingling
11458,11458,11458,11459,2014,6,21,10,78.0,49.0,7.0,18.0,700.0,77.0,22.6,1000.8,17.1,0.0,10.0,1.5,Dingling
11459,11459,11459,11460,2014,6,21,11,87.0,71.0,5.0,33.0,700.0,66.0,24.3,1000.1,17.1,0.0,10.0,2.4,Dingling
11460,11460,11460,11461,2014,6,21,12,94.0,70.0,7.0,38.0,800.0,67.0,25.1,999.4,16.5,0.0,11.0,2.3,Dingling
11461,11461,11461,11462,2014,6,21,13,98.0,42.0,7.0,20.0,1100.0,105.0,25.9,998.6,17.0,0.0,15.0,1.4,Dingling
11462,11462,11462,11463,2014,6,21,14,113.0,69.0,5.0,19.0,1100.0,145.0,26.6,998.2,16.8,0.0,10.0,1.7,Dingling
11463,11463,11463,11464,2014,6,21,15,107.0,80.0,5.0,23.0,1000.0,170.0,26.4,997.9,16.6,0.0,12.0,2.1,Dingling
11464,11464,11464,11465,2014,6,21,16,103.0,72.0,5.0,23.0,1100.0,187.0,26.2,998.2,16.7,0.0,9.0,1.9,Dingling
11465,11465,11465,11466,2014,6,21,17,103.0,80.0,5.0,25.0,1100.0,181.0,23.8,998.9,12.1,0.0,15.0,5.4,Dingling
11466,11466,11466,11467,2014,6,21,18,91.0,59.0,5.0,25.0,1000.0,181.0,19.5,999.9,16.3,1.5,15.0,1.1,Dingling
11467,11467,11467,11468,2014,6,21,19,15.0,5.0,2.0,8.0,200.0,149.0,18.9,999.3,15.8,0.3,4.0,1.5,Dingling
11468,11468,11468,11469,2014,6,21,20,7.0,5.0,2.0,10.0,100.0,115.0,18.7,1000.3,16.5,0.1,14.0,1.0,Dingling
11469,11469,11469,11470,2014,6,21,21,5.0,5.0,2.0,9.0,100.0,100.0,18.6,1000.5,16.0,0.0,8.0,1.0,Dingling
11470,11470,11470,11471,2014,6,21,22,8.0,15.0,2.0,18.0,100.0,74.0,18.3,1000.4,16.1,0.0,8.0,1.2,Dingling
11471,11471,11471,11472,2014,6,21,23,7.0,5.0,2.0,11.0,100.0,65.0,17.7,1000.0,15.5,0.0,4.0,1.3,Dingling
11472,11472,11472,11473,2014,6,22,0,9.0,5.0,2.0,10.0,200.0,56.0,17.5,999.8,14.9,0.0,7.0,1.6,Dingling
11473,11473,11473,11474,2014,6,22,1,12.0,5.0,2.0,8.0,200.0,61.0,17.3,1000.1,14.4,0.0,4.0,1.1,Dingling
11474,11474,11474,11475,2014,6,22,2,9.0,5.0,2.0,7.0,200.0,70.0,17.2,1000.3,14.3,0.1,4.0,0.8,Dingling
11475,11475,11475,11476,2014,6,22,3,8.0,5.0,2.0,8.0,100.0,73.0,16.8,1000.4,14.3,0.0,4.0,1.0,Dingling
11476,11476,11476,11477,2014,6,22,4,9.0,10.0,2.0,6.0,100.0,63.0,17.4,1000.7,13.9,0.0,5.0,1.3,Dingling
11477,11477,11477,11478,2014,6,22,5,13.0,20.0,2.0,6.0,100.0,47.0,17.6,1000.9,14.5,0.0,7.0,1.3,Dingling
11478,11478,11478,11479,2014,6,22,6,13.0,10.0,2.0,7.0,200.0,60.0,19.1,1000.8,15.2,0.0,7.0,1.0,Dingling
11479,11479,11479,11480,2014,6,22,7,17.0,23.0,2.0,9.0,200.0,58.0,21.6,1001.0,14.7,0.0,7.0,0.1,Dingling
11480,11480,11480,11481,2014,6,22,8,18.0,27.0,2.0,9.0,300.0,74.0,23.4,1001.0,16.0,0.0,13.0,1.7,Dingling
11481,11481,11481,11482,2014,6,22,9,21.0,31.0,2.0,10.0,300.0,89.0,24.9,1000.9,16.9,0.0,12.0,1.3,Dingling
11482,11482,11482,11483,2014,6,22,10,34.0,36.0,2.0,12.0,400.0,104.0,26.1,1000.7,16.6,0.0,12.0,2.6,Dingling
11483,11483,11483,11484,2014,6,22,11,40.0,33.0,2.0,12.0,500.0,120.0,26.3,999.9,16.2,0.0,2.0,0.9,Dingling
11484,11484,11484,11485,2014,6,22,12,33.0,16.0,2.0,8.0,500.0,137.0,26.7,999.4,16.0,0.0,16.0,1.7,Dingling
11485,11485,11485,11486,2014,6,22,13,38.0,25.0,2.0,7.0,400.0,141.0,28.7,998.6,16.6,0.0,11.0,3.0,Dingling
11486,11486,11486,11487,2014,6,22,14,31.0,38.0,2.0,8.0,400.0,155.0,28.6,998.5,15.8,0.0,13.0,3.0,Dingling
11487,11487,11487,11488,2014,6,22,15,31.0,22.0,2.0,9.0,400.0,169.0,26.0,998.2,16.3,0.0,16.0,2.5,Dingling
11488,11488,11488,11489,2014,6,22,16,33.0,23.0,2.0,11.0,400.0,173.0,25.5,998.3,16.9,0.0,7.0,1.2,Dingling
11489,11489,11489,11490,2014,6,22,17,28.0,29.0,2.0,11.0,400.0,141.0,24.6,998.9,15.2,0.0,6.0,2.1,Dingling
11490,11490,11490,11491,2014,6,22,18,23.0,5.0,2.0,4.0,200.0,122.0,23.8,999.2,14.8,0.0,7.0,0.8,Dingling
11491,11491,11491,11492,2014,6,22,19,13.0,10.0,2.0,4.0,200.0,106.0,22.8,1000.1,15.4,0.0,1.0,0.6,Dingling
11492,11492,11492,11493,2014,6,22,20,12.0,24.0,2.0,4.0,200.0,88.0,22.0,1001.3,14.4,0.0,1.0,1.5,Dingling
11493,11493,11493,11494,2014,6,22,21,12.0,24.0,2.0,8.0,200.0,57.0,20.1,1001.3,15.9,0.0,4.0,1.9,Dingling
11494,11494,11494,11495,2014,6,22,22,10.0,12.0,2.0,9.0,100.0,48.0,19.3,1000.8,15.4,0.0,7.0,1.4,Dingling
11495,11495,11495,11496,2014,6,22,23,13.0,9.0,2.0,10.0,200.0,38.0,19.1,1000.5,15.2,0.0,4.0,1.2,Dingling
11496,11496,11496,11497,2014,6,23,0,10.0,5.0,2.0,8.0,100.0,48.0,18.4,1000.3,15.1,0.0,7.0,1.4,Dingling
11497,11497,11497,11498,2014,6,23,1,12.0,5.0,2.0,7.0,100.0,44.0,18.1,1000.2,14.6,0.0,8.0,1.4,Dingling
11498,11498,11498,11499,2014,6,23,2,11.0,6.0,2.0,6.0,100.0,38.0,18.1,1000.3,14.0,0.0,2.0,1.3,Dingling
11499,11499,11499,11500,2014,6,23,3,11.0,7.0,2.0,6.0,100.0,46.0,19.2,1000.4,13.6,0.0,7.0,1.3,Dingling
11500,11500,11500,11501,2014,6,23,4,11.0,9.0,2.0,7.0,100.0,56.0,17.6,1000.7,14.1,0.0,7.0,1.1,Dingling
11501,11501,11501,11502,2014,6,23,5,10.0,6.0,2.0,7.0,100.0,60.0,18.5,1000.8,14.6,0.0,7.0,0.9,Dingling
11502,11502,11502,11503,2014,6,23,6,7.0,18.0,2.0,10.0,100.0,54.0,22.6,1001.1,14.4,0.0,2.0,1.2,Dingling
11503,11503,11503,11504,2014,6,23,7,8.0,25.0,2.0,8.0,100.0,60.0,24.2,1001.0,15.4,0.0,14.0,1.4,Dingling
11504,11504,11504,11505,2014,6,23,8,15.0,11.0,2.0,8.0,100.0,69.0,26.5,1000.7,15.2,0.0,10.0,0.9,Dingling
11505,11505,11505,11506,2014,6,23,9,12.0,19.0,2.0,7.0,100.0,72.0,27.4,1000.3,14.1,0.0,10.0,1.3,Dingling
11506,11506,11506,11507,2014,6,23,10,9.0,12.0,2.0,7.0,100.0,78.0,28.8,999.8,15.0,0.0,11.0,2.4,Dingling
11507,11507,11507,11508,2014,6,23,11,13.0,6.0,2.0,6.0,100.0,95.0,29.7,999.5,15.0,0.0,9.0,2.3,Dingling
11508,11508,11508,11509,2014,6,23,12,10.0,15.0,,6.0,,114.0,30.4,998.7,14.9,0.0,3.0,1.3,Dingling
11509,11509,11509,11510,2014,6,23,13,15.0,23.0,2.0,11.0,300.0,132.0,31.2,998.0,13.9,0.0,9.0,2.8,Dingling
11510,11510,11510,11511,2014,6,23,14,20.0,21.0,2.0,10.0,300.0,155.0,31.5,997.4,12.8,0.0,3.0,2.4,Dingling
11511,11511,11511,11512,2014,6,23,15,17.0,14.0,2.0,9.0,300.0,161.0,31.7,996.8,11.0,0.0,11.0,1.4,Dingling
11512,11512,11512,11513,2014,6,23,16,15.0,5.0,2.0,8.0,300.0,161.0,31.6,996.2,9.2,0.0,1.0,2.5,Dingling
11513,11513,11513,11514,2014,6,23,17,15.0,5.0,2.0,7.0,300.0,159.0,30.9,996.0,10.3,0.0,1.0,2.6,Dingling
11514,11514,11514,11515,2014,6,23,18,6.0,16.0,2.0,,200.0,,30.4,996.1,10.9,0.0,10.0,1.0,Dingling
11515,11515,11515,11516,2014,6,23,19,16.0,48.0,2.0,12.0,300.0,120.0,29.1,996.4,12.1,0.0,10.0,1.3,Dingling
11516,11516,11516,11517,2014,6,23,20,12.0,18.0,2.0,10.0,300.0,107.0,25.4,997.2,13.9,0.0,8.0,1.1,Dingling
11517,11517,11517,11518,2014,6,23,21,15.0,19.0,2.0,11.0,300.0,106.0,24.9,997.4,13.1,0.0,2.0,2.3,Dingling
11518,11518,11518,11519,2014,6,23,22,16.0,21.0,2.0,11.0,300.0,100.0,24.0,997.3,12.9,0.0,6.0,1.6,Dingling
11519,11519,11519,11520,2014,6,23,23,14.0,15.0,2.0,11.0,300.0,101.0,23.1,997.1,13.3,0.0,8.0,1.0,Dingling
11520,11520,11520,11521,2014,6,24,0,15.0,26.0,2.0,12.0,300.0,100.0,22.1,997.1,13.7,0.0,7.0,1.1,Dingling
11521,11521,11521,11522,2014,6,24,1,20.0,16.0,2.0,12.0,300.0,100.0,21.3,996.9,13.7,0.0,7.0,1.6,Dingling
11522,11522,11522,11523,2014,6,24,2,20.0,32.0,2.0,12.0,300.0,91.0,21.0,996.9,13.9,0.0,7.0,1.3,Dingling
11523,11523,11523,11524,2014,6,24,3,18.0,22.0,2.0,12.0,300.0,91.0,20.1,996.8,14.2,0.0,5.0,0.9,Dingling
11524,11524,11524,11525,2014,6,24,4,21.0,27.0,2.0,12.0,300.0,82.0,20.3,996.8,14.0,0.0,7.0,1.5,Dingling
11525,11525,11525,11526,2014,6,24,5,23.0,29.0,2.0,13.0,300.0,63.0,19.9,997.0,14.5,0.0,7.0,1.1,Dingling
11526,11526,11526,11527,2014,6,24,6,22.0,27.0,2.0,14.0,400.0,64.0,21.8,996.9,14.9,0.0,7.0,0.8,Dingling
11527,11527,11527,11528,2014,6,24,7,27.0,43.0,2.0,14.0,400.0,63.0,24.9,997.0,15.2,0.0,11.0,0.3,Dingling
11528,11528,11528,11529,2014,6,24,8,29.0,59.0,2.0,23.0,400.0,72.0,26.6,996.9,15.0,0.0,9.0,1.3,Dingling
11529,11529,11529,11530,2014,6,24,9,31.0,34.0,2.0,22.0,500.0,99.0,28.0,996.5,15.3,0.0,11.0,3.2,Dingling
11530,11530,11530,11531,2014,6,24,10,37.0,45.0,2.0,28.0,500.0,138.0,29.2,996.1,16.7,0.0,9.0,2.1,Dingling
11531,11531,11531,11532,2014,6,24,11,39.0,56.0,2.0,31.0,500.0,165.0,29.5,995.8,15.6,0.0,11.0,3.2,Dingling
11532,11532,11532,11533,2014,6,24,12,,67.0,4.0,17.0,500.0,191.0,31.0,995.1,15.0,0.0,11.0,3.3,Dingling
11533,11533,11533,11534,2014,6,24,13,,,4.0,27.0,600.0,237.0,31.1,994.7,15.1,0.0,11.0,2.9,Dingling
11534,11534,11534,11535,2014,6,24,14,,,3.0,15.0,500.0,232.0,31.1,993.9,15.9,0.0,11.0,2.4,Dingling
11535,11535,11535,11536,2014,6,24,15,23.0,42.0,4.0,12.0,500.0,239.0,31.6,993.4,15.1,0.0,11.0,1.7,Dingling
11536,11536,11536,11537,2014,6,24,16,55.0,63.0,6.0,13.0,600.0,246.0,31.4,993.0,15.0,0.0,10.0,3.4,Dingling
11537,11537,11537,11538,2014,6,24,17,44.0,54.0,3.0,12.0,600.0,232.0,31.0,992.8,14.6,0.0,11.0,2.4,Dingling
11538,11538,11538,11539,2014,6,24,18,38.0,54.0,3.0,14.0,600.0,225.0,30.4,993.1,14.9,0.0,11.0,2.2,Dingling
11539,11539,11539,11540,2014,6,24,19,40.0,58.0,3.0,16.0,600.0,214.0,29.8,993.8,15.1,0.0,11.0,2.4,Dingling
11540,11540,11540,11541,2014,6,24,20,,,2.0,19.0,400.0,197.0,28.7,994.2,16.3,0.0,1.0,1.3,Dingling
11541,11541,11541,11542,2014,6,24,21,29.0,75.0,2.0,19.0,500.0,181.0,27.0,994.7,16.6,0.0,5.0,0.7,Dingling
11542,11542,11542,11543,2014,6,24,22,52.0,73.0,2.0,17.0,500.0,169.0,26.9,994.4,16.5,0.0,4.0,0.9,Dingling
11543,11543,11543,11544,2014,6,24,23,52.0,71.0,2.0,19.0,500.0,156.0,27.5,994.0,15.8,0.0,1.0,1.6,Dingling
